expense_id,project_id,expense_category,expense_date,expense_amount,approved_by,expense_status
EXP01504,PROJ03725,Materials,2024-10-13,129408,EMP0088,approved
EXP01505,PROJ04980,Equipment,2025-05-03,172393,EMP0221,Rejected
EXP01506,PROJ02577,Labor,2025-02-03,204571,EMP0238,Approved
EXP01507,PROJ03573,Labor,2025-01-07,29433,EMP0228,Pending
EXP01508,PROJ04414,Materials,2024-07-13,89212,EMP0056,approved
EXP01509,PROJ04231,Labor,2024-11-03,235782,EMP0151,Rejected
EXP01510,PROJ00595,Transport,2024-12-24,135217,EMP0152,Approved
EXP01511,PROJ03517,Materials,2025-06-23,247246,EMP0102,approved
EXP01512,PROJ00876,Labor,2024-10-12,80153,EMP0231,Approved
EXP01513,PROJ01417,Materials,2025-09-21,174637,EMP0015,Pending
EXP01514,PROJ03217,Labor,2025-01-28,50866,EMP0162,Pending
EXP01515,PROJ03940,Labor,2024-07-10,284553,EMP0047,approved
EXP01516,PROJ04650,Equipment,2024-03-26,249379,EMP0004,Pending
EXP01517,PROJ02070,Equipment,2024-01-18,272185,EMP0083,Pending
EXP01518,PROJ01999,Equipment,2025-01-05,239405,EMP0231,Pending
EXP01519,PROJ02230,Labor,2025-02-13,2881,EMP0232,approved
EXP01520,PROJ00911,Utilities,2024-07-03,230113,,Pending
EXP01521,PROJ00560,Labor,2025-01-15,56017,EMP0019,Rejected
EXP01522,PROJ04124,Transport,2024-10-26,160250,EMP0129,Approved
EXP01523,PROJ01401,Equipment,2024-06-22,75442,EMP0067,Pending
EXP01524,PROJ02785,Utilities,2024-09-11,36489,EMP0071,Rejected
EXP01525,PROJ04382,Transport,2024-12-26,16916,EMP0106,Rejected
EXP01526,PROJ03862,Marketing,2025-03-03,122800,EMP0149,Rejected
EXP01527,PROJ04581,Labor,2024-12-23,48305,EMP0104,Approved
EXP01528,PROJ00165,Materials,2024-10-17,89695,EMP0109,Rejected
EXP01529,PROJ03774,Utilities,2024-12-28,53804,EMP0297,Approved
EXP01530,PROJ02451,Labor,2024-08-18,41528,EMP0177,Pending
EXP01531,PROJ03406,Equipment,2024-01-22,107590,EMP0041,Rejected
EXP01532,PROJ04806,Transport,2024-01-10,133067,EMP0050,Approved
EXP01533,PROJ02205,Utilities,2025-04-16,279065,EMP0213,approved
EXP01534,PROJ01694,Utilities,2024-03-26,241974,EMP0004,Rejected
EXP01535,PROJ00907,Marketing,2024-09-07,131571,EMP0064,Rejected
EXP01536,PROJ00100,Materials,2024-06-01,83558,EMP0084,Approved
EXP01537,PROJ02371,Marketing,2024-04-11,191893,EMP0061,approved
EXP01538,PROJ03836,Materials,2024-11-03,122163,EMP0224,Pending
EXP01539,PROJ04324,Materials,2024-06-17,21713,EMP0165,approved
EXP01540,PROJ00195,Utilities,2024-08-26,178428,EMP0044,Approved
EXP01541,PROJ02506,Transport,2025-01-10,151063,EMP0228,Approved
EXP01542,PROJ02374,Labor,2025-04-17,266608,EMP0049,Pending
EXP01543,PROJ01365,Materials,2025-01-08,79065,EMP0065,approved
EXP01544,PROJ03946,Transport,2024-12-25,179800,EMP0233,Rejected
EXP01545,PROJ01238,Labor,2024-09-03,251534,EMP0232,Rejected
EXP01546,PROJ02607,Marketing,2024-04-16,12106,EMP0117,Pending
EXP01547,PROJ04361,Materials,2024-02-23,168051,EMP0037,approved
EXP01548,PROJ03339,Marketing,2025-05-14,210353,EMP0029,Rejected
EXP01549,PROJ04310,Equipment,2024-12-19,237549,EMP0037,Pending
EXP01550,PROJ04564,Transport,2024-01-22,194841,EMP0131,Approved
EXP01551,PROJ01689,Transport,2024-07-15,98489,EMP0276,approved
EXP01552,PROJ03080,Marketing,2024-12-13,51532,EMP0066,Approved
EXP01553,PROJ02681,Labor,2024-06-09,120851,EMP0186,approved
EXP01554,PROJ03331,Marketing,2024-12-29,136595,EMP0014,Rejected
EXP01555,PROJ00510,Materials,2025-02-17,168247,EMP0224,Rejected
EXP01556,PROJ00984,Labor,2024-01-20,259013,EMP0229,Rejected
EXP01557,PROJ00070,Materials,2025-05-06,28929,EMP0170,Pending
EXP01558,PROJ03798,Transport,2024-08-28,5859,EMP0298,Approved
EXP01559,PROJ04285,Transport,2025-02-18,96104,EMP0044,approved
EXP01560,PROJ04771,Materials,2024-10-23,135884,,Approved
EXP01561,PROJ01856,Transport,2024-11-03,283460,EMP0254,Rejected
EXP01562,PROJ01330,Materials,2024-04-26,235693,EMP0100,Pending
EXP01563,PROJ00444,Utilities,2025-07-22,267524,EMP0258,approved
EXP01564,PROJ01466,Utilities,2024-10-04,288707,EMP0222,approved
EXP01565,PROJ01370,Marketing,2025-02-06,116450,EMP0113,Pending
EXP01566,PROJ00100,Materials,2024-07-20,85568,EMP0075,approved
EXP01567,PROJ00521,Marketing,2024-04-26,15814,EMP0065,Pending
EXP01568,PROJ00124,Equipment,2025-01-31,288170,EMP0180,approved
EXP01569,PROJ01327,Marketing,2025-04-30,243705,EMP0268,approved
EXP01570,PROJ02462,Materials,2025-01-01,124183,EMP0101,approved
EXP01571,PROJ00216,Materials,2024-11-28,120675,EMP0068,approved
EXP01572,PROJ02627,Labor,2025-05-19,50197,EMP0296,Pending
EXP01573,PROJ02173,Materials,2024-09-26,170995,EMP0184,Pending
EXP01574,PROJ04979,Transport,2024-11-18,285769,EMP0187,Pending
EXP01575,PROJ03666,Utilities,2024-10-30,164115,EMP0038,approved
EXP01576,PROJ03386,Transport,2024-10-20,257897,EMP0023,approved
EXP01577,PROJ00576,Transport,2024-02-14,151696,EMP0249,Rejected
EXP01578,PROJ03813,Transport,2024-06-04,75599,EMP0150,approved
EXP01579,PROJ03652,Utilities,2024-10-05,102949,EMP0142,Approved
EXP01580,PROJ00409,Marketing,2024-06-14,25783,EMP0015,Approved
EXP01581,PROJ02551,Equipment,2024-09-05,16154,EMP0056,Rejected
EXP01582,PROJ04836,Equipment,2024-12-24,212089,EMP0230,Rejected
EXP01583,PROJ04253,Labor,2024-06-01,11589,EMP0183,Approved
EXP01584,PROJ03223,Transport,2025-02-01,162437,EMP0019,Rejected
EXP01585,PROJ02506,Labor,2025-04-26,103370,EMP0241,approved
EXP01586,PROJ03108,Labor,2024-12-02,229636,EMP0065,approved
EXP01587,PROJ02223,Transport,2025-04-16,72312,EMP0040,Approved
EXP01588,PROJ04530,Materials,2024-08-12,195276,EMP0126,approved
EXP01589,PROJ02131,Equipment,2024-12-11,41701,EMP0008,approved
EXP01590,PROJ03863,Materials,2024-10-06,247475,EMP0090,Approved
EXP01591,PROJ00537,Transport,2024-10-01,73492,EMP0237,Rejected
EXP01592,PROJ03833,Utilities,2024-12-05,27157,EMP0155,approved
EXP01593,PROJ04629,Equipment,2025-01-08,59736,EMP0005,Rejected
EXP01594,PROJ02602,Utilities,2024-12-04,88080,EMP0029,Approved
EXP01595,PROJ00572,Utilities,2024-10-08,166079,EMP0040,approved
EXP01596,PROJ04056,Marketing,2025-08-05,101874,EMP0160,Approved
EXP01597,PROJ00579,Utilities,2024-12-04,228656,EMP0203,Approved
EXP01598,PROJ03799,Marketing,2024-09-15,288528,EMP0270,approved
EXP01599,PROJ01458,Transport,2025-01-16,178964,EMP0205,Rejected
EXP01600,PROJ04223,Marketing,2024-09-11,201348,,Approved
EXP01601,PROJ00079,Utilities,2025-05-10,77231,EMP0193,approved
EXP01602,PROJ04848,Labor,2024-10-30,228129,EMP0247,approved
EXP01603,PROJ03012,Materials,2024-04-23,134353,EMP0117,Rejected
EXP01604,PROJ01066,Labor,2024-12-01,269614,EMP0005,Pending
EXP01605,PROJ03573,Marketing,2025-03-20,204497,EMP0019,Approved
EXP01606,PROJ03668,Utilities,2025-06-14,254665,EMP0255,Rejected
EXP01607,PROJ01214,Equipment,2025-03-02,257343,EMP0183,approved
EXP01608,PROJ02972,Utilities,2024-10-29,98278,EMP0300,Pending
EXP01609,PROJ03917,Labor,2024-10-12,6162,EMP0020,Approved
EXP01610,PROJ03975,Utilities,2025-05-04,281492,EMP0010,approved
EXP01611,PROJ00426,Utilities,2024-12-24,91830,EMP0137,Pending
EXP01612,PROJ04585,Labor,2024-10-29,274633,EMP0294,Approved
EXP01613,PROJ02722,Equipment,2025-01-10,131824,EMP0187,Approved
EXP01614,PROJ01082,Marketing,2025-05-06,172817,EMP0187,Approved
EXP01615,PROJ03316,Labor,2024-09-19,6217,EMP0133,approved
EXP01616,PROJ02754,Marketing,2025-08-04,271590,EMP0105,approved
EXP01617,PROJ03720,Labor,2025-01-14,116066,EMP0146,approved
EXP01618,PROJ03166,Transport,2024-10-29,76142,EMP0082,Approved
EXP01619,PROJ04324,Utilities,2024-08-09,54603,EMP0078,approved
EXP01620,PROJ00869,Labor,2024-04-23,124884,EMP0073,Approved
EXP01621,PROJ02875,Materials,2024-11-09,164819,EMP0199,approved
EXP01622,PROJ02796,Transport,2024-04-29,130739,EMP0052,Pending
EXP01623,PROJ03738,Materials,2025-05-18,287111,EMP0255,Rejected
EXP01624,PROJ01333,Materials,2024-12-13,196298,EMP0111,approved
EXP01625,PROJ04212,Transport,2024-12-20,71702,EMP0158,Pending
EXP01626,PROJ04073,Transport,2024-09-10,142621,EMP0124,Pending
EXP01627,PROJ04483,Utilities,2024-07-20,224574,EMP0064,approved
EXP01628,PROJ00800,Transport,2024-11-29,236462,EMP0128,approved
EXP01629,PROJ01019,Labor,2024-12-26,198434,EMP0048,Pending
EXP01630,PROJ04434,Transport,2025-01-27,128808,EMP0045,Rejected
EXP01631,PROJ00700,Transport,2024-11-29,170043,EMP0005,approved
EXP01632,PROJ04639,Marketing,2025-07-20,23085,EMP0056,Approved
EXP01633,PROJ03016,Equipment,2025-07-08,16646,EMP0171,approved
EXP01634,PROJ00124,Utilities,2025-01-24,172536,EMP0228,Pending
EXP01635,PROJ03383,Utilities,2025-06-13,211627,EMP0299,approved
EXP01636,PROJ00294,Materials,2024-08-16,95498,EMP0069,Pending
EXP01637,PROJ01191,Equipment,2025-07-09,288191,EMP0053,Pending
EXP01638,PROJ02127,Marketing,2025-03-13,246416,EMP0213,approved
EXP01639,PROJ04420,Equipment,2024-08-28,76018,EMP0187,approved
EXP01640,PROJ00767,Labor,2024-02-09,287999,,Approved
EXP01641,PROJ03283,Utilities,2024-07-26,183523,EMP0172,Approved
EXP01642,PROJ01240,Transport,2025-02-07,61519,EMP0214,Rejected
EXP01643,PROJ03606,Utilities,2025-02-28,155210,EMP0090,Approved
EXP01644,PROJ00957,Equipment,2024-12-31,39281,EMP0129,Rejected
EXP01645,PROJ03611,Utilities,2025-06-23,225368,EMP0034,Approved
EXP01646,PROJ00773,Transport,2024-04-25,296462,EMP0073,approved
EXP01647,PROJ03698,Materials,2025-04-04,179955,EMP0221,Approved
EXP01648,PROJ03364,Marketing,2024-08-11,193611,EMP0247,Rejected
EXP01649,PROJ00429,Marketing,2025-01-17,287001,EMP0118,Pending
EXP01650,PROJ01622,Labor,2024-09-21,226839,EMP0018,Approved
EXP01651,PROJ00869,Utilities,2024-09-18,175868,EMP0106,Pending
EXP01652,PROJ01623,Labor,2025-01-28,74516,EMP0007,Approved
EXP01653,PROJ04379,Transport,2025-08-28,48411,EMP0291,Approved
EXP01654,PROJ03893,Utilities,2024-09-21,278835,EMP0209,approved
EXP01655,PROJ00285,Transport,2024-07-14,193785,EMP0106,Rejected
EXP01656,PROJ01699,Labor,2024-11-03,279139,EMP0116,Pending
EXP01657,PROJ02956,Transport,2025-02-26,120965,EMP0119,Pending
EXP01658,PROJ00462,Utilities,2025-03-16,263796,EMP0249,Rejected
EXP01659,PROJ03118,Transport,2024-04-04,282918,EMP0009,Rejected
EXP01660,PROJ03837,Equipment,2024-02-11,85576,EMP0081,Rejected
EXP01661,PROJ03832,Utilities,2024-10-10,138689,EMP0056,Rejected
EXP01662,PROJ00058,Transport,2025-01-29,68891,EMP0161,Rejected
EXP01663,PROJ04732,Labor,2025-06-10,232392,EMP0022,Pending
EXP01664,PROJ02778,Materials,2024-07-10,198244,EMP0200,Pending
EXP01665,PROJ04739,Equipment,2024-10-20,172446,EMP0104,Approved
EXP01666,PROJ00719,Equipment,2024-11-19,285050,EMP0284,Rejected
EXP01667,PROJ04535,Transport,2025-07-05,26955,EMP0093,approved
EXP01668,PROJ04714,Labor,2024-10-19,177173,EMP0159,Approved
EXP01669,PROJ04835,Equipment,2025-04-21,155633,EMP0065,approved
EXP01670,PROJ02047,Labor,2025-05-12,98865,EMP0238,Pending
EXP01671,PROJ04063,Labor,2024-08-16,83125,EMP0274,Approved
EXP01672,PROJ02816,Materials,2025-01-04,228541,EMP0223,Approved
EXP01673,PROJ01171,Utilities,2025-05-01,70334,EMP0280,Pending
EXP01674,PROJ02276,Transport,2025-09-09,272757,EMP0104,approved
EXP01675,PROJ02823,Equipment,2025-06-30,118835,EMP0065,Approved
EXP01676,PROJ03625,Marketing,2024-11-14,25708,EMP0132,approved
EXP01677,PROJ00867,Transport,2024-12-30,1316,EMP0116,Pending
EXP01678,PROJ04269,Marketing,2025-02-24,74963,EMP0157,approved
EXP01679,PROJ04248,Materials,2025-01-07,25327,EMP0163,approved
EXP01680,PROJ01270,Equipment,2024-12-05,48762,,Rejected
EXP01681,PROJ03084,Utilities,2025-06-20,70076,EMP0123,Rejected
EXP01682,PROJ03894,Transport,2024-11-29,120173,EMP0110,Rejected
EXP01683,PROJ01241,Transport,2024-05-13,114489,EMP0300,Pending
EXP01684,PROJ02608,Marketing,2025-08-13,249848,EMP0138,approved
EXP01685,PROJ03071,Marketing,2025-04-11,166545,EMP0105,Rejected
EXP01686,PROJ03173,Transport,2025-06-20,43137,EMP0222,Approved
EXP01687,PROJ00593,Utilities,2024-03-16,160902,EMP0033,Rejected
EXP01688,PROJ01609,Labor,2024-08-19,179305,EMP0277,Pending
EXP01689,PROJ03270,Labor,2025-09-13,205843,EMP0027,approved
EXP01690,PROJ03977,Utilities,2024-06-28,253062,EMP0062,approved
EXP01691,PROJ02247,Marketing,2024-09-22,265687,EMP0073,Pending
EXP01692,PROJ02847,Utilities,2025-11-24,119766,EMP0044,Rejected
EXP01693,PROJ02207,Utilities,2025-12-01,111113,EMP0283,approved
EXP01694,PROJ04424,Marketing,2024-12-15,137012,EMP0219,Rejected
EXP01695,PROJ00890,Labor,2025-01-29,250584,EMP0062,Pending
EXP01696,PROJ02994,Marketing,2025-04-27,140141,EMP0047,Rejected
EXP01697,PROJ04253,Equipment,2024-04-18,37911,EMP0225,Approved
EXP01698,PROJ02967,Labor,2025-01-07,17678,EMP0238,approved
EXP01699,PROJ03387,Utilities,2025-06-17,18976,EMP0135,Pending
EXP01700,PROJ04442,Marketing,2024-11-04,202672,EMP0170,Pending
EXP01701,PROJ01860,Marketing,2025-07-26,153870,EMP0036,approved
EXP01702,PROJ02362,Transport,2025-02-20,225410,EMP0038,Rejected
EXP01703,PROJ03046,Materials,2024-11-04,41630,EMP0071,Approved
EXP01704,PROJ00345,Materials,2025-05-17,290227,EMP0017,approved
EXP01705,PROJ00864,Materials,2024-09-14,60101,EMP0218,Approved
EXP01706,PROJ02568,Materials,2024-07-09,19773,EMP0112,Rejected
EXP01707,PROJ04402,Labor,2025-07-09,142485,EMP0213,Rejected
EXP01708,PROJ04476,Utilities,2024-11-09,70981,EMP0248,Approved
EXP01709,PROJ02277,Utilities,2024-09-07,20810,EMP0193,approved
EXP01710,PROJ02541,Materials,2024-12-20,276206,EMP0102,approved
EXP01711,PROJ00789,Equipment,2024-07-14,243053,EMP0054,Pending
EXP01712,PROJ03909,Labor,2024-10-05,257163,EMP0105,Approved
EXP01713,PROJ04692,Equipment,2025-02-01,77709,EMP0180,approved
EXP01714,PROJ03633,Materials,2024-12-15,52111,EMP0243,Rejected
EXP01715,PROJ01657,Transport,2024-08-30,110447,EMP0123,Approved
EXP01716,PROJ03799,Labor,2024-09-26,159655,EMP0170,Approved
EXP01717,PROJ01308,Marketing,2025-04-30,186103,EMP0049,approved
EXP01718,PROJ00752,Materials,2024-12-18,96228,EMP0239,Pending
EXP01719,PROJ01081,Equipment,2025-01-22,260373,EMP0014,Pending
EXP01720,PROJ01759,Labor,2025-05-30,71449,,Approved
EXP01721,PROJ03233,Utilities,2025-01-10,296377,EMP0237,Pending
EXP01722,PROJ04145,Equipment,2025-01-05,283020,EMP0268,Approved
EXP01723,PROJ02565,Equipment,2024-07-24,83256,EMP0221,Rejected
EXP01724,PROJ03828,Transport,2024-07-30,143935,EMP0137,approved
EXP01725,PROJ01855,Transport,2024-04-29,37148,EMP0059,approved
EXP01726,PROJ01507,Utilities,2025-04-25,27405,EMP0289,Approved
EXP01727,PROJ03379,Equipment,2024-05-05,14097,EMP0228,approved
EXP01728,PROJ03631,Equipment,2024-12-06,285376,EMP0205,Rejected
EXP01729,PROJ02183,Utilities,2024-09-01,117424,EMP0236,approved
EXP01730,PROJ02631,Materials,2024-08-19,49848,EMP0163,approved
EXP01731,PROJ02647,Transport,2024-12-05,66405,EMP0125,Approved
EXP01732,PROJ04931,Marketing,2024-12-29,146330,EMP0054,Pending
EXP01733,PROJ01256,Utilities,2025-01-30,229817,EMP0225,Rejected
EXP01734,PROJ01817,Marketing,2025-09-23,84244,EMP0048,Approved
EXP01735,PROJ03026,Transport,2025-03-06,91366,EMP0287,Pending
EXP01736,PROJ01420,Transport,2024-03-10,139873,EMP0208,Pending
EXP01737,PROJ00335,Transport,2024-12-06,127127,EMP0016,Pending
EXP01738,PROJ02407,Marketing,2025-02-26,250051,EMP0035,Pending
EXP01739,PROJ03313,Utilities,2024-07-14,162868,EMP0238,approved
EXP01740,PROJ01331,Labor,2025-03-29,201762,EMP0277,Approved
EXP01741,PROJ02580,Transport,2025-02-15,260144,EMP0062,approved
EXP01742,PROJ04224,Materials,2025-01-06,22736,EMP0290,Pending
EXP01743,PROJ04965,Equipment,2024-12-16,200303,EMP0099,approved
EXP01744,PROJ01856,Labor,2025-04-13,106071,EMP0118,Approved
EXP01745,PROJ02459,Marketing,2025-01-02,132060,EMP0135,Pending
EXP01746,PROJ01972,Equipment,2024-10-20,224309,EMP0252,approved
EXP01747,PROJ02226,Materials,2024-08-30,59083,EMP0198,approved
EXP01748,PROJ01454,Labor,2025-04-22,140930,EMP0094,approved
EXP01749,PROJ02878,Utilities,2024-12-21,199257,EMP0183,Rejected
EXP01750,PROJ03001,Materials,2025-01-21,156386,EMP0185,Pending
EXP01751,PROJ02424,Utilities,2024-05-14,171065,EMP0093,Pending
EXP01752,PROJ01563,Labor,2024-09-20,174854,EMP0124,Rejected
EXP01753,PROJ04570,Equipment,2024-09-27,200141,EMP0229,approved
EXP01754,PROJ01453,Labor,2024-11-13,174041,EMP0126,approved
EXP01755,PROJ03798,Utilities,2025-03-12,28262,EMP0013,Approved
EXP01756,PROJ01309,Marketing,2024-07-19,287788,EMP0217,approved
EXP01757,PROJ02777,Equipment,2024-11-27,35505,EMP0130,Pending
EXP01758,PROJ02752,Labor,2024-12-25,235307,EMP0080,Rejected
EXP01759,PROJ04150,Materials,2024-08-10,281902,EMP0050,Rejected
EXP01760,PROJ01844,Utilities,2024-11-08,253541,,Pending
EXP01761,PROJ04481,Transport,2024-08-20,2438,EMP0140,Rejected
EXP01762,PROJ01030,Materials,2025-03-07,2532,EMP0043,Approved
EXP01763,PROJ00469,Materials,2025-03-07,257128,EMP0227,Pending
EXP01764,PROJ00009,Materials,2024-03-15,234640,EMP0275,Rejected
EXP01765,PROJ03793,Labor,2025-06-26,14647,EMP0221,Approved
EXP01766,PROJ00123,Marketing,2024-07-20,2854,EMP0110,Pending
EXP01767,PROJ01852,Equipment,2024-12-13,248950,EMP0288,Pending
EXP01768,PROJ01971,Materials,2024-05-31,270268,EMP0233,approved
EXP01769,PROJ01919,Labor,2025-07-08,227365,EMP0218,Rejected
EXP01770,PROJ01176,Labor,2025-03-29,294837,EMP0221,Approved
EXP01771,PROJ01161,Equipment,2025-02-23,208985,EMP0294,Rejected
EXP01772,PROJ03112,Materials,2025-06-26,229236,EMP0269,Rejected
EXP01773,PROJ00879,Transport,2024-08-07,237698,EMP0298,Approved
EXP01774,PROJ03921,Utilities,2024-06-04,20041,EMP0127,Pending
EXP01775,PROJ00495,Utilities,2024-10-15,115771,EMP0297,approved
EXP01776,PROJ00612,Materials,2024-10-21,240486,EMP0161,Rejected
EXP01777,PROJ03711,Transport,2025-01-09,288090,EMP0278,Approved
EXP01778,PROJ01710,Transport,2025-03-19,41370,EMP0020,Approved
EXP01779,PROJ03774,Marketing,2024-11-29,278173,EMP0150,approved
EXP01780,PROJ04932,Transport,2024-06-29,87927,EMP0268,approved
EXP01781,PROJ03799,Equipment,2024-09-05,291477,EMP0170,Rejected
EXP01782,PROJ01861,Equipment,2025-03-07,101952,EMP0223,Pending
EXP01783,PROJ04064,Labor,2024-07-19,157028,EMP0076,Approved
EXP01784,PROJ02555,Labor,2025-04-27,44757,EMP0102,Approved
EXP01785,PROJ00742,Marketing,2024-09-20,214534,EMP0014,Pending
EXP01786,PROJ03866,Marketing,2025-06-19,76468,EMP0087,approved
EXP01787,PROJ02142,Utilities,2025-05-17,40891,EMP0117,Approved
EXP01788,PROJ01409,Transport,2024-11-20,220628,EMP0145,Approved
EXP01789,PROJ03512,Materials,2025-05-27,93852,EMP0181,Approved
EXP01790,PROJ01909,Marketing,2024-12-14,61126,EMP0256,Pending
EXP01791,PROJ01806,Labor,2025-02-16,123595,EMP0008,approved
EXP01792,PROJ03552,Transport,2025-01-30,280524,EMP0148,Pending
EXP01793,PROJ03985,Materials,2025-11-09,245187,EMP0033,approved
EXP01794,PROJ00684,Marketing,2024-08-30,179406,EMP0072,Rejected
EXP01795,PROJ01922,Utilities,2024-10-03,65375,EMP0245,Pending
EXP01796,PROJ01888,Transport,2025-02-18,126272,EMP0142,Rejected
EXP01797,PROJ02041,Labor,2025-02-27,20166,EMP0002,Rejected
EXP01798,PROJ01587,Marketing,2024-09-28,249136,EMP0247,approved
EXP01799,PROJ04851,Materials,2024-05-24,45992,EMP0290,Approved
EXP01800,PROJ01777,Labor,2024-12-30,96656,,approved
EXP01801,PROJ01474,Materials,2024-05-01,129971,EMP0131,Rejected
EXP01802,PROJ00279,Utilities,2024-09-27,164157,EMP0141,approved
EXP01803,PROJ03915,Transport,2025-03-01,225615,EMP0120,Pending
EXP01804,PROJ00670,Labor,2024-01-31,81131,EMP0198,Approved
EXP01805,PROJ01649,Utilities,2024-04-05,112851,EMP0191,approved
EXP01806,PROJ02683,Utilities,2025-09-15,282229,EMP0051,Rejected
EXP01807,PROJ04394,Utilities,2025-02-10,210432,EMP0300,approved
EXP01808,PROJ04144,Equipment,2025-01-19,116176,EMP0192,Pending
EXP01809,PROJ00236,Materials,2025-07-26,42428,EMP0104,Approved
EXP01810,PROJ01358,Marketing,2024-10-25,211709,EMP0103,approved
EXP01811,PROJ04218,Labor,2024-03-28,70030,EMP0049,approved
EXP01812,PROJ00581,Utilities,2025-02-22,247564,EMP0218,Approved
EXP01813,PROJ01306,Transport,2025-03-24,276029,EMP0299,Pending
EXP01814,PROJ01484,Materials,2025-01-20,35144,EMP0020,Approved
EXP01815,PROJ02206,Materials,2024-07-29,118265,EMP0225,Pending
EXP01816,PROJ04558,Marketing,2024-12-05,282711,EMP0288,approved
EXP01817,PROJ01057,Utilities,2025-01-25,298720,EMP0292,Pending
EXP01818,PROJ04244,Equipment,2025-02-26,18462,EMP0097,Rejected
EXP01819,PROJ00338,Materials,2025-06-20,176398,EMP0241,approved
EXP01820,PROJ04462,Marketing,2024-11-24,118983,EMP0097,Rejected
EXP01821,PROJ04809,Labor,2024-07-13,13981,EMP0246,Pending
EXP01822,PROJ02213,Marketing,2024-07-17,65281,EMP0255,Pending
EXP01823,PROJ04055,Marketing,2024-03-05,203199,EMP0047,approved
EXP01824,PROJ04478,Utilities,2025-11-08,155047,EMP0127,approved
EXP01825,PROJ04119,Materials,2024-11-29,72257,EMP0163,Rejected
EXP01826,PROJ04450,Materials,2024-07-16,83124,EMP0145,Pending
EXP01827,PROJ02033,Labor,2024-03-01,240382,EMP0134,Pending
EXP01828,PROJ03563,Equipment,2025-04-06,66217,EMP0198,Rejected
EXP01829,PROJ00244,Materials,2024-08-23,127992,EMP0226,Approved
EXP01830,PROJ03680,Equipment,2024-12-24,18199,EMP0085,Rejected
EXP01831,PROJ01343,Materials,2024-11-13,39251,EMP0072,approved
EXP01832,PROJ04034,Transport,2024-12-06,118034,EMP0210,Approved
EXP01833,PROJ04311,Equipment,2025-06-09,295206,EMP0292,Pending
EXP01834,PROJ00305,Transport,2024-08-30,60699,EMP0052,approved
EXP01835,PROJ02027,Labor,2024-09-28,215731,EMP0240,Rejected
EXP01836,PROJ00929,Equipment,2025-07-10,77112,EMP0159,Pending
EXP01837,PROJ04568,Utilities,2024-07-05,104389,EMP0190,Pending
EXP01838,PROJ04224,Equipment,2025-04-01,131897,EMP0190,Rejected
EXP01839,PROJ00618,Utilities,2024-11-07,256094,EMP0016,Approved
EXP01840,PROJ00738,Utilities,2024-06-05,37315,,Approved
EXP01841,PROJ02488,Equipment,2025-08-31,277988,EMP0067,Pending
EXP01842,PROJ04818,Equipment,2024-10-13,171673,EMP0280,Pending
EXP01843,PROJ00909,Utilities,2025-03-20,208782,EMP0033,Pending
EXP01844,PROJ01468,Equipment,2025-03-28,24381,EMP0288,approved
EXP01845,PROJ01519,Marketing,2025-02-13,179077,EMP0249,Approved
EXP01846,PROJ02571,Labor,2024-10-23,38638,EMP0196,approved
EXP01847,PROJ00698,Labor,2024-11-29,241004,EMP0231,approved
EXP01848,PROJ00044,Labor,2024-09-15,133519,EMP0083,Rejected
EXP01849,PROJ01395,Utilities,2024-11-17,81247,EMP0016,Approved
EXP01850,PROJ02286,Labor,2025-03-17,171761,EMP0050,Rejected
EXP01851,PROJ04223,Marketing,2024-09-25,31999,EMP0200,Rejected
EXP01852,PROJ00521,Materials,2024-06-13,259938,EMP0197,approved
EXP01853,PROJ01925,Transport,2025-02-18,31725,EMP0210,Pending
EXP01854,PROJ03812,Transport,2024-11-11,150195,EMP0215,Pending
EXP01855,PROJ00143,Labor,2025-02-26,64741,EMP0279,Pending
EXP01856,PROJ01124,Utilities,2025-04-21,109231,EMP0079,Pending
EXP01857,PROJ01943,Materials,2025-03-10,103092,EMP0046,Pending
EXP01858,PROJ03584,Utilities,2024-05-08,139557,EMP0102,Approved
EXP01859,PROJ01510,Marketing,2025-01-12,232704,EMP0288,Pending
EXP01860,PROJ00201,Equipment,2025-01-03,176998,EMP0172,Approved
EXP01861,PROJ02226,Utilities,2024-09-01,176634,EMP0220,Rejected
EXP01862,PROJ04482,Transport,2024-11-17,146452,EMP0225,Rejected
EXP01863,PROJ04084,Marketing,2024-10-09,149167,EMP0112,Pending
EXP01864,PROJ02644,Transport,2025-01-27,247891,EMP0122,Approved
EXP01865,PROJ02782,Equipment,2024-11-05,266903,EMP0025,Approved
EXP01866,PROJ01255,Marketing,2024-05-10,103718,EMP0231,Rejected
EXP01867,PROJ01902,Marketing,2025-06-02,38160,EMP0060,Approved
EXP01868,PROJ03569,Equipment,2024-10-04,129189,EMP0267,Approved
EXP01869,PROJ00471,Materials,2024-10-25,241089,EMP0241,Approved
EXP01870,PROJ01110,Utilities,2024-10-21,281784,EMP0076,Rejected
EXP01871,PROJ02850,Marketing,2025-06-25,27717,EMP0033,Pending
EXP01872,PROJ00509,Labor,2025-02-20,197842,EMP0026,approved
EXP01873,PROJ02536,Labor,2025-01-26,129167,EMP0031,Approved
EXP01874,PROJ00015,Materials,2024-12-03,113294,EMP0222,Approved
EXP01875,PROJ03958,Transport,2024-06-20,123303,EMP0067,Pending
EXP01876,PROJ04046,Utilities,2024-11-26,21626,EMP0118,Approved
EXP01877,PROJ01689,Marketing,2024-04-10,254362,EMP0234,Approved
