inventory_id,product_id,supplier_id,warehouse,stock_quantity,reorder_level,last_updated,inventory_status
INV00689,PRD01915,SUP0038,Delhi WH,247,130,10-06-2025,Low Stock
INV00690,PRD00575,SUP0169,Hyderabad WH,324,169,03-07-2025,available
INV00691,PRD01494,SUP0312,Chennai WH,642,53,15-04-2025,Out of Stock
INV00692,PRD00551,SUP0251,Delhi WH,905,120,23-09-2025,Out of Stock
INV00693,PRD00157,SUP0286,Mumbai WH,274,97,12-09-2025,Available
INV00694,PRD01720,SUP0345,Hyderabad WH,769,81,05-10-2025,Low Stock
INV00695,PRD00783,SUP0209,Bengaluru WH,174,121,04-06-2025,Low Stock
INV00696,PRD00761,SUP0489,Hyderabad WH,114,127,28-08-2025,Available
INV00697,PRD00672,SUP0470,Bengaluru WH,487,63,16-04-2025,available
INV00698,PRD00554,SUP0132,Bengaluru WH,749,89,15-02-2025,Low Stock
INV00699,PRD00963,SUP0146,Mumbai WH,46,156,07-05-2025,available
INV00700,PRD01402,SUP0120,Chennai WH,153,91,12-09-2025,Out of Stock
INV00701,PRD00269,SUP0212,Hyderabad WH,540,172,01-11-2025,Out of Stock
INV00702,PRD00186,SUP0153,Mumbai WH,473,35,17-05-2025,Out of Stock
INV00703,PRD00229,SUP0095,Chennai WH,78,96,15-02-2025,available
INV00704,PRD01139,SUP0164,Delhi WH,828,146,26-02-2025,Available
INV00705,PRD01240,SUP0145,Bengaluru WH,408,117,09-02-2025,Out of Stock
INV00706,PRD00722,SUP0149,Delhi WH,157,173,17-11-2025,available
INV00707,PRD00179,SUP0231,Hyderabad WH,711,167,07-08-2025,Available
INV00708,PRD01811,SUP0492,Bengaluru WH,42,127,15-11-2025,Out of Stock
INV00709,PRD01141,SUP0368,Hyderabad WH,484,49,09-01-2025,Low Stock
INV00710,PRD01202,SUP0343,Mumbai WH,681,91,09-05-2025,Low Stock
INV00711,PRD01668,SUP0230,Delhi WH,365,28,01-03-2025,Available
INV00712,PRD01482,SUP0362,Chennai WH,951,100,20-04-2025,Available
INV00713,PRD00864,SUP0001,Chennai WH,921,171,07-09-2025,Available
INV00714,PRD00107,SUP0295,Delhi WH,905,180,04-09-2025,Available
INV00715,PRD01265,SUP0473,Mumbai WH,162,60,18-05-2025,Available
INV00716,PRD00053,SUP0390,Chennai WH,364,23,07-02-2025,Available
INV00717,PRD01194,SUP0410,Bengaluru WH,295,192,03-12-2025,Out of Stock
INV00718,PRD00852,SUP0114,Hyderabad WH,860,93,13-01-2025,Out of Stock
INV00719,PRD00776,SUP0146,Bengaluru WH,615,126,22-01-2025,Available
INV00720,PRD01359,SUP0361,Hyderabad WH,586,195,04-12-2025,Available
INV00721,PRD01332,SUP0014,Delhi WH,32,71,08-01-2025,Low Stock
INV00722,PRD01015,SUP0005,Mumbai WH,160,58,04-12-2025,Out of Stock
INV00723,PRD00657,SUP0312,Delhi WH,906,160,05-12-2025,available
INV00724,PRD00069,SUP0258,Bengaluru WH,947,80,07-10-2025,Low Stock
INV00725,PRD01514,SUP0345,Hyderabad WH,753,50,09-08-2025,Available
INV00726,PRD00611,SUP0318,Bengaluru WH,941,77,26-06-2025,Low Stock
INV00727,PRD00606,SUP0394,Chennai WH,318,21,10-02-2025,available
INV00728,PRD00790,SUP0129,Bengaluru WH,281,37,01-05-2025,Low Stock
INV00729,PRD00975,SUP0426,Bengaluru WH,187,128,05-04-2025,Low Stock
INV00730,PRD01955,SUP0350,Hyderabad WH,70,129,24-06-2025,Out of Stock
INV00731,PRD01431,SUP0311,Bengaluru WH,597,181,11-03-2025,Low Stock
INV00732,PRD00122,SUP0371,Bengaluru WH,351,66,28-01-2025,Available
INV00733,PRD00079,SUP0451,Bengaluru WH,569,133,26-09-2025,available
INV00734,PRD00909,SUP0359,Chennai WH,608,39,17-08-2025,Low Stock
INV00735,PRD00846,SUP0240,Delhi WH,460,195,17-02-2025,Available
INV00736,PRD01637,SUP0445,Mumbai WH,76,193,03-05-2025,Low Stock
INV00737,PRD01852,SUP0096,Hyderabad WH,897,61,06-04-2025,available
INV00738,PRD01397,SUP0206,Chennai WH,212,99,16-10-2025,available
INV00739,PRD01203,SUP0271,Mumbai WH,460,61,07-04-2025,available
INV00740,PRD00331,SUP0467,Hyderabad WH,813,28,19-01-2025,Available
INV00741,PRD00310,SUP0092,Chennai WH,810,109,27-02-2025,Low Stock
INV00742,PRD01429,SUP0040,Chennai WH,391,123,08-01-2025,available
INV00743,PRD01041,SUP0183,Mumbai WH,338,36,25-12-2025,Out of Stock
INV00744,PRD01668,SUP0358,Chennai WH,424,81,08-01-2025,available
INV00745,PRD00580,SUP0117,Bengaluru WH,451,153,10-06-2025,Available
INV00746,PRD00103,SUP0185,Chennai WH,461,122,28-06-2025,Available
INV00747,PRD01699,SUP0464,Mumbai WH,912,77,17-02-2025,available
INV00748,PRD01112,SUP0394,Chennai WH,661,27,21-02-2025,available
INV00749,PRD00513,SUP0085,Delhi WH,565,103,10-08-2025,Low Stock
INV00750,PRD01321,SUP0441,Bengaluru WH,852,143,14-03-2025,Out of Stock
INV00751,PRD00123,SUP0103,Bengaluru WH,72,148,10-12-2025,Available
INV00752,PRD01645,SUP0152,Delhi WH,147,35,20-09-2025,Available
INV00753,PRD01000,SUP0349,Delhi WH,919,34,22-12-2025,Low Stock
INV00754,PRD01967,SUP0490,Bengaluru WH,334,132,09-05-2025,Low Stock
INV00755,PRD01991,SUP0186,Bengaluru WH,415,112,17-02-2025,Available
INV00756,PRD00222,SUP0255,Hyderabad WH,18,181,01-12-2025,available
INV00757,PRD01933,SUP0385,Hyderabad WH,709,156,27-10-2025,Out of Stock
INV00758,PRD01013,SUP0199,Mumbai WH,134,102,01-02-2025,Available
INV00759,PRD00558,SUP0193,Bengaluru WH,589,146,25-02-2025,Low Stock
INV00760,PRD01702,SUP0047,Delhi WH,204,134,16-03-2025,Low Stock
INV00761,PRD01652,SUP0474,Chennai WH,862,39,17-12-2025,Low Stock
INV00762,PRD00736,SUP0239,Hyderabad WH,627,117,17-10-2025,Available
INV00763,PRD01170,SUP0477,Mumbai WH,554,36,06-02-2025,Available
INV00764,PRD00375,SUP0068,Mumbai WH,728,65,20-06-2025,available
INV00765,PRD01443,SUP0253,Delhi WH,830,85,10-06-2025,Available
INV00766,PRD01401,SUP0381,Delhi WH,265,177,14-10-2025,available
INV00767,PRD00333,SUP0258,Bengaluru WH,415,95,08-02-2025,Low Stock
INV00768,PRD01375,SUP0039,Hyderabad WH,60,60,21-09-2025,available
INV00769,PRD01120,SUP0425,Chennai WH,520,76,13-07-2025,available
INV00770,PRD00484,SUP0093,Bengaluru WH,666,49,04-02-2025,Out of Stock
INV00771,PRD01260,SUP0348,Delhi WH,74,156,26-09-2025,Low Stock
INV00772,PRD01802,SUP0068,Delhi WH,370,46,14-08-2025,Available
INV00773,PRD00100,SUP0410,Chennai WH,839,46,09-07-2025,Low Stock
INV00774,PRD01914,SUP0212,Bengaluru WH,104,167,22-02-2025,Available
INV00775,PRD00704,SUP0188,Bengaluru WH,597,195,12-05-2025,available
INV00776,PRD01324,SUP0014,Mumbai WH,914,139,27-01-2025,available
INV00777,PRD01548,SUP0364,Delhi WH,707,60,26-11-2025,Out of Stock
INV00778,PRD00949,SUP0404,Bengaluru WH,975,53,02-05-2025,Available
INV00779,PRD00896,SUP0144,Mumbai WH,792,96,18-06-2025,Low Stock
INV00780,PRD01452,SUP0415,Bengaluru WH,890,114,19-01-2025,Available
INV00781,PRD00784,SUP0090,Delhi WH,262,95,17-03-2025,available
INV00782,PRD01524,SUP0188,Hyderabad WH,3,51,26-07-2025,Available
INV00783,PRD00909,SUP0035,Bengaluru WH,860,159,24-05-2025,available
INV00784,PRD01620,SUP0358,Mumbai WH,695,162,18-02-2025,Available
INV00785,PRD00665,SUP0301,Delhi WH,243,62,11-11-2025,Out of Stock
INV00786,PRD00517,SUP0212,Hyderabad WH,215,48,23-04-2025,Available
INV00787,PRD01128,SUP0090,Chennai WH,616,137,26-07-2025,Low Stock
INV00788,PRD01647,SUP0177,Mumbai WH,478,184,05-06-2025,Available
INV00789,PRD01657,SUP0210,Delhi WH,409,119,25-09-2025,Out of Stock
INV00790,PRD00928,SUP0239,Mumbai WH,596,141,12-12-2025,Available
INV00791,PRD01734,SUP0174,Chennai WH,288,161,02-01-2025,Available
INV00792,PRD00046,SUP0496,Delhi WH,346,152,19-03-2025,Low Stock
INV00793,PRD01979,SUP0054,Mumbai WH,631,179,27-05-2025,Low Stock
INV00794,PRD00613,SUP0309,Mumbai WH,545,114,07-03-2025,Out of Stock
INV00795,PRD00233,SUP0356,Chennai WH,382,182,08-11-2025,Out of Stock
INV00796,PRD01153,SUP0253,Mumbai WH,931,73,05-01-2025,available
INV00797,PRD01726,SUP0438,Hyderabad WH,216,77,27-10-2025,Out of Stock
INV00798,PRD01284,SUP0301,Delhi WH,16,184,26-06-2025,Low Stock
INV00799,PRD01585,SUP0381,Chennai WH,797,197,03-01-2025,Available
INV00800,PRD01975,SUP0008,Bengaluru WH,195,198,05-05-2025,Out of Stock
INV00801,PRD00321,SUP0450,Mumbai WH,982,70,26-08-2025,Available
INV00802,PRD00807,SUP0350,Delhi WH,559,23,13-12-2025,Out of Stock
INV00803,PRD00102,SUP0348,Bengaluru WH,39,118,13-03-2025,Out of Stock
INV00804,PRD00853,SUP0326,Chennai WH,270,90,11-10-2025,available
INV00805,PRD00265,SUP0090,Hyderabad WH,128,117,12-01-2025,available
INV00806,PRD00649,SUP0473,Bengaluru WH,812,101,02-10-2025,Out of Stock
INV00807,PRD01711,SUP0260,Mumbai WH,964,90,06-01-2025,Out of Stock
INV00808,PRD01738,SUP0226,Hyderabad WH,421,184,18-07-2025,Available
INV00809,PRD01131,SUP0460,Bengaluru WH,871,101,10-12-2025,Available
INV00810,PRD00152,SUP0454,Chennai WH,715,104,15-12-2025,Out of Stock
INV00811,PRD01017,SUP0249,Mumbai WH,46,186,25-05-2025,Low Stock
INV00812,PRD00474,SUP0215,Mumbai WH,117,89,22-09-2025,Low Stock
INV00813,PRD00225,SUP0029,Bengaluru WH,489,110,28-03-2025,Out of Stock
INV00814,PRD00033,SUP0491,Mumbai WH,350,86,27-04-2025,available
INV00815,PRD00811,SUP0297,Mumbai WH,608,132,06-04-2025,available
INV00816,PRD00600,SUP0288,Delhi WH,755,157,10-05-2025,Available
INV00817,PRD01247,SUP0219,Mumbai WH,728,98,18-03-2025,Available
INV00818,PRD00576,SUP0188,Chennai WH,677,172,04-01-2025,Out of Stock
INV00819,PRD01714,SUP0444,Chennai WH,140,100,15-12-2025,Out of Stock
INV00820,PRD01200,SUP0012,Mumbai WH,444,196,23-07-2025,Out of Stock
INV00821,PRD01559,SUP0368,Mumbai WH,156,109,09-02-2025,Low Stock
INV00822,PRD00216,SUP0315,Delhi WH,610,79,13-01-2025,Out of Stock
INV00823,PRD00104,SUP0109,Hyderabad WH,346,105,26-09-2025,available
INV00824,PRD01417,SUP0296,Mumbai WH,878,141,16-05-2025,Low Stock
INV00825,PRD00782,SUP0184,Hyderabad WH,656,96,05-09-2025,Available
INV00826,PRD00359,SUP0492,Delhi WH,266,72,24-07-2025,Out of Stock
INV00827,PRD00323,SUP0163,Chennai WH,446,127,08-10-2025,Available
INV00828,PRD01401,SUP0247,Hyderabad WH,851,22,20-08-2025,Available
INV00829,PRD00019,SUP0227,Bengaluru WH,653,170,27-06-2025,available
INV00830,PRD01352,SUP0260,Hyderabad WH,338,137,09-07-2025,available
INV00831,PRD01421,SUP0427,Mumbai WH,95,172,11-02-2025,available
INV00832,PRD00062,SUP0212,Hyderabad WH,479,41,25-06-2025,available
INV00833,PRD00204,SUP0384,Bengaluru WH,645,145,02-12-2025,Available
INV00834,PRD01686,SUP0046,Hyderabad WH,168,164,01-11-2025,available
INV00835,PRD00023,SUP0451,Hyderabad WH,7,44,23-06-2025,Low Stock
INV00836,PRD00595,SUP0431,Mumbai WH,909,183,16-11-2025,Low Stock
INV00837,PRD01174,SUP0003,Delhi WH,86,184,16-09-2025,Out of Stock
INV00838,PRD00968,SUP0403,Delhi WH,743,47,04-04-2025,Available
INV00839,PRD00679,SUP0460,Delhi WH,164,183,07-09-2025,Low Stock
INV00840,PRD01661,SUP0466,Mumbai WH,720,173,15-04-2025,Out of Stock
INV00841,PRD01421,SUP0480,Mumbai WH,195,122,02-11-2025,Low Stock
INV00842,PRD00368,SUP0377,Hyderabad WH,822,185,03-11-2025,Low Stock
INV00843,PRD01540,SUP0242,Delhi WH,85,81,17-08-2025,Low Stock
INV00844,PRD01117,SUP0155,Chennai WH,928,83,27-06-2025,available
INV00845,PRD01170,SUP0073,Bengaluru WH,391,162,06-04-2025,Available
INV00846,PRD00241,SUP0400,Delhi WH,478,190,24-06-2025,Available
INV00847,PRD01141,SUP0262,Delhi WH,661,155,10-06-2025,Available
INV00848,PRD01945,SUP0244,Chennai WH,318,114,08-09-2025,available
INV00849,PRD01416,SUP0047,Mumbai WH,265,185,04-03-2025,Available
INV00850,PRD01484,SUP0287,Bengaluru WH,988,49,19-07-2025,Out of Stock
INV00851,PRD00526,SUP0223,Delhi WH,534,158,22-03-2025,Out of Stock
INV00852,PRD00222,SUP0187,Chennai WH,130,157,28-11-2025,Available
INV00853,PRD01038,SUP0259,Hyderabad WH,695,92,17-02-2025,Low Stock
INV00854,PRD00886,SUP0213,Mumbai WH,594,78,27-11-2025,Low Stock
INV00855,PRD00676,SUP0498,Bengaluru WH,392,91,23-07-2025,Out of Stock
INV00856,PRD00958,SUP0247,Mumbai WH,500,96,03-10-2025,Available
INV00857,PRD00216,SUP0078,Chennai WH,782,70,12-07-2025,Available
INV00858,PRD01442,SUP0404,Bengaluru WH,148,66,19-12-2025,available
INV00859,PRD00443,SUP0017,Delhi WH,8,115,15-02-2025,available
INV00860,PRD01891,SUP0183,Bengaluru WH,931,47,05-09-2025,Low Stock
INV00861,PRD01634,SUP0322,Chennai WH,428,130,21-01-2025,available
INV00862,PRD01660,SUP0402,Hyderabad WH,883,43,03-12-2025,available
INV00863,PRD01230,SUP0473,Hyderabad WH,285,162,26-08-2025,Low Stock
INV00864,PRD00081,SUP0488,Chennai WH,373,107,12-12-2025,available
INV00865,PRD00534,SUP0475,Mumbai WH,363,75,22-03-2025,Available
INV00866,PRD00239,SUP0102,Hyderabad WH,793,183,01-01-2025,Low Stock
INV00867,PRD00781,SUP0033,Bengaluru WH,727,35,24-01-2025,Available
INV00868,PRD01402,SUP0438,Hyderabad WH,440,25,06-04-2025,Out of Stock
INV00869,PRD01314,SUP0454,Chennai WH,200,62,07-04-2025,Available
INV00870,PRD00126,SUP0382,Bengaluru WH,848,44,16-02-2025,available
INV00871,PRD00425,SUP0096,Bengaluru WH,70,76,20-02-2025,Low Stock
INV00872,PRD01573,SUP0071,Mumbai WH,589,146,13-03-2025,available
INV00873,PRD00693,SUP0110,Hyderabad WH,547,94,08-03-2025,Available
INV00874,PRD01924,SUP0125,Delhi WH,294,97,24-10-2025,Low Stock
INV00875,PRD01058,SUP0180,Delhi WH,684,27,03-02-2025,Low Stock
INV00876,PRD00966,SUP0369,Bengaluru WH,975,45,08-08-2025,available
INV00877,PRD00296,SUP0428,Delhi WH,334,44,04-12-2025,Low Stock
INV00878,PRD01538,SUP0047,Chennai WH,369,58,11-02-2025,Low Stock
INV00879,PRD00818,SUP0020,Chennai WH,205,127,28-12-2025,available
INV00880,PRD01926,SUP0054,Bengaluru WH,350,117,15-09-2025,Out of Stock
INV00881,PRD00327,SUP0436,Bengaluru WH,803,67,05-01-2025,Available
INV00882,PRD01957,SUP0174,Hyderabad WH,950,156,23-11-2025,Available
INV00883,PRD00585,SUP0048,Bengaluru WH,652,153,27-07-2025,Low Stock
INV00884,PRD01594,SUP0097,Bengaluru WH,443,130,07-08-2025,Low Stock
INV00885,PRD00782,SUP0393,Chennai WH,207,110,13-09-2025,available
INV00886,PRD00953,SUP0067,Chennai WH,371,167,22-11-2025,Available
INV00887,PRD01461,SUP0290,Bengaluru WH,476,165,21-01-2025,Out of Stock
INV00888,PRD01584,SUP0345,Hyderabad WH,411,161,02-05-2025,Out of Stock
INV00889,PRD00931,SUP0383,Mumbai WH,804,182,12-02-2025,Low Stock
INV00890,PRD01511,SUP0498,Hyderabad WH,831,30,08-03-2025,Out of Stock
INV00891,PRD00341,SUP0325,Delhi WH,185,120,11-08-2025,Low Stock
INV00892,PRD00754,SUP0318,Bengaluru WH,752,41,24-03-2025,available
INV00893,PRD00677,SUP0299,Hyderabad WH,453,197,10-07-2025,available
INV00894,PRD00535,SUP0317,Mumbai WH,649,128,17-12-2025,available
INV00895,PRD00922,SUP0246,Chennai WH,405,94,25-01-2025,Available
INV00896,PRD00940,SUP0235,Bengaluru WH,44,157,19-05-2025,Available
INV00897,PRD01322,SUP0402,Delhi WH,78,134,16-03-2025,Out of Stock
INV00898,PRD00370,SUP0424,Mumbai WH,133,165,04-01-2025,Low Stock
INV00899,PRD00095,SUP0422,Delhi WH,701,110,17-07-2025,Low Stock
INV00900,PRD01888,SUP0154,Hyderabad WH,947,173,26-06-2025,Out of Stock
INV00901,PRD01943,SUP0450,Chennai WH,949,75,02-07-2025,Low Stock
INV00902,PRD00157,SUP0154,Hyderabad WH,510,63,19-04-2025,available
INV00903,PRD00768,SUP0331,Chennai WH,37,121,19-06-2025,Out of Stock
INV00904,PRD00148,SUP0033,Mumbai WH,513,141,05-05-2025,available
INV00905,PRD01673,SUP0325,Bengaluru WH,741,131,13-06-2025,available
INV00906,PRD00005,SUP0273,Bengaluru WH,357,115,07-09-2025,Available
INV00907,PRD01384,SUP0093,Hyderabad WH,704,84,20-05-2025,Out of Stock
INV00908,PRD01525,SUP0130,Hyderabad WH,460,55,02-08-2025,Available
INV00909,PRD00251,SUP0051,Hyderabad WH,422,199,20-04-2025,Available
INV00910,PRD01744,SUP0280,Hyderabad WH,167,127,09-11-2025,Low Stock
INV00911,PRD01165,SUP0432,Bengaluru WH,130,190,20-06-2025,available
INV00912,PRD00385,SUP0479,Bengaluru WH,866,61,18-10-2025,Low Stock
INV00913,PRD00117,SUP0476,Chennai WH,1,174,14-08-2025,available
INV00914,PRD00428,SUP0209,Hyderabad WH,127,20,25-04-2025,available
INV00915,PRD01716,SUP0462,Bengaluru WH,620,70,04-09-2025,available
INV00916,PRD00456,SUP0298,Bengaluru WH,873,78,04-02-2025,Low Stock
INV00917,PRD00602,SUP0418,Mumbai WH,938,91,05-08-2025,available
INV00918,PRD01411,SUP0129,Hyderabad WH,228,29,25-02-2025,available
INV00919,PRD00403,SUP0048,Chennai WH,256,119,17-02-2025,available
INV00920,PRD00152,SUP0500,Bengaluru WH,743,198,09-10-2025,Available
INV00921,PRD01717,SUP0030,Delhi WH,346,25,09-04-2025,Available
INV00922,PRD00224,SUP0279,Delhi WH,418,124,13-04-2025,Out of Stock
INV00923,PRD01533,SUP0436,Mumbai WH,950,98,26-06-2025,available
INV00924,PRD00518,SUP0045,Delhi WH,57,141,01-09-2025,Out of Stock
INV00925,PRD00198,SUP0225,Mumbai WH,518,141,15-05-2025,Low Stock
INV00926,PRD00090,SUP0112,Delhi WH,306,191,09-01-2025,Low Stock
INV00927,PRD01515,SUP0243,Mumbai WH,409,79,28-12-2025,Low Stock
INV00928,PRD01252,SUP0097,Chennai WH,292,131,21-10-2025,Out of Stock
INV00929,PRD01642,SUP0166,Hyderabad WH,679,176,26-02-2025,Available
INV00930,PRD01137,SUP0245,Chennai WH,844,116,10-10-2025,available
INV00931,PRD01097,SUP0244,Chennai WH,689,45,12-06-2025,Low Stock
INV00932,PRD01954,SUP0226,Bengaluru WH,244,93,19-09-2025,Out of Stock
INV00933,PRD01846,SUP0177,Delhi WH,586,195,04-09-2025,Low Stock
INV00934,PRD01276,SUP0337,Hyderabad WH,632,140,13-07-2025,Out of Stock
INV00935,PRD00327,SUP0007,Mumbai WH,74,21,25-05-2025,Out of Stock
INV00936,PRD00972,SUP0362,Delhi WH,494,56,03-03-2025,Available
INV00937,PRD01588,SUP0408,Delhi WH,146,139,21-10-2025,available
INV00938,PRD01662,SUP0315,Mumbai WH,272,91,02-12-2025,Available
INV00939,PRD00106,SUP0129,Mumbai WH,802,113,15-06-2025,available
INV00940,PRD00008,SUP0079,Chennai WH,463,159,22-12-2025,Low Stock
INV00941,PRD01870,SUP0258,Bengaluru WH,754,51,19-04-2025,Available
INV00942,PRD00627,SUP0305,Bengaluru WH,927,29,13-05-2025,Out of Stock
INV00943,PRD01707,SUP0194,Bengaluru WH,284,69,05-03-2025,available
INV00944,PRD00857,SUP0006,Bengaluru WH,293,142,02-10-2025,Available
INV00945,PRD01429,SUP0429,Mumbai WH,618,58,01-03-2025,Out of Stock
INV00946,PRD00003,SUP0285,Delhi WH,580,26,08-03-2025,Out of Stock
INV00947,PRD00386,SUP0423,Hyderabad WH,64,35,28-08-2025,Available
INV00948,PRD00781,SUP0409,Mumbai WH,95,96,04-05-2025,Out of Stock
INV00949,PRD01396,SUP0147,Delhi WH,830,30,08-10-2025,Out of Stock
INV00950,PRD00203,SUP0472,Delhi WH,181,67,26-09-2025,available
INV00951,PRD01453,SUP0014,Delhi WH,655,186,14-08-2025,Available
INV00952,PRD01907,SUP0120,Bengaluru WH,98,103,21-12-2025,Low Stock
INV00953,PRD01123,SUP0138,Mumbai WH,882,74,12-03-2025,Out of Stock
INV00954,PRD01825,SUP0070,Chennai WH,949,196,02-11-2025,available
INV00955,PRD00825,SUP0374,Bengaluru WH,402,177,21-02-2025,Low Stock
INV00956,PRD01047,SUP0013,Chennai WH,663,29,19-04-2025,Available
INV00957,PRD01183,SUP0173,Bengaluru WH,303,179,05-03-2025,Available
INV00958,PRD01960,SUP0361,Delhi WH,797,89,07-03-2025,Available
INV00959,PRD00470,SUP0465,Hyderabad WH,906,164,24-03-2025,Low Stock
INV00960,PRD01605,SUP0177,Mumbai WH,251,143,13-05-2025,Out of Stock
INV00961,PRD00989,SUP0253,Delhi WH,950,110,16-08-2025,Available
INV00962,PRD01820,SUP0402,Delhi WH,304,110,02-06-2025,Out of Stock
INV00963,PRD00993,SUP0254,Hyderabad WH,301,32,27-07-2025,available
INV00964,PRD00834,SUP0449,Chennai WH,417,48,02-07-2025,available
INV00965,PRD00032,SUP0033,Bengaluru WH,649,120,04-09-2025,Low Stock
INV00966,PRD00171,SUP0471,Hyderabad WH,630,171,22-12-2025,Low Stock
INV00967,PRD01756,SUP0439,Bengaluru WH,660,113,02-04-2025,available
INV00968,PRD01143,SUP0373,Delhi WH,908,123,23-10-2025,Available
INV00969,PRD01463,SUP0151,Hyderabad WH,822,35,20-07-2025,available
INV00970,PRD00709,SUP0334,Bengaluru WH,645,80,22-11-2025,available
INV00971,PRD01776,SUP0091,Chennai WH,569,154,04-01-2025,Low Stock
INV00972,PRD01825,SUP0329,Bengaluru WH,2,134,25-07-2025,Out of Stock
INV00973,PRD01001,SUP0167,Hyderabad WH,611,93,25-04-2025,available
INV00974,PRD00385,SUP0435,Mumbai WH,233,70,11-09-2025,Available
INV00975,PRD00337,SUP0054,Mumbai WH,24,171,07-10-2025,Available
INV00976,PRD00917,SUP0081,Delhi WH,623,71,16-06-2025,available
INV00977,PRD01927,SUP0471,Hyderabad WH,45,192,20-06-2025,Available
INV00978,PRD01302,SUP0144,Mumbai WH,350,144,28-09-2025,available
INV00979,PRD00518,SUP0190,Hyderabad WH,712,30,09-09-2025,Available
INV00980,PRD00055,SUP0209,Mumbai WH,839,170,03-01-2025,Out of Stock
INV00981,PRD00476,SUP0392,Mumbai WH,227,146,28-03-2025,Out of Stock
INV00982,PRD01430,SUP0374,Delhi WH,717,94,18-05-2025,available
INV00983,PRD00668,SUP0001,Delhi WH,595,107,07-06-2025,Available
INV00984,PRD01812,SUP0328,Delhi WH,386,180,27-08-2025,Available
INV00985,PRD01247,SUP0235,Hyderabad WH,715,193,08-10-2025,Low Stock
INV00986,PRD01429,SUP0338,Mumbai WH,189,193,20-05-2025,Low Stock
INV00987,PRD00345,SUP0230,Chennai WH,362,40,23-02-2025,Out of Stock
INV00988,PRD00215,SUP0222,Chennai WH,669,103,20-03-2025,Out of Stock
INV00989,PRD01722,SUP0469,Chennai WH,483,39,06-06-2025,Low Stock
INV00990,PRD01759,SUP0269,Bengaluru WH,190,185,06-03-2025,Low Stock
INV00991,PRD00985,SUP0187,Hyderabad WH,125,75,07-02-2025,Available
INV00992,PRD00135,SUP0402,Delhi WH,776,86,07-03-2025,Out of Stock
INV00993,PRD00762,SUP0055,Chennai WH,916,85,28-05-2025,available
INV00994,PRD00915,SUP0168,Delhi WH,158,26,21-03-2025,available
INV00995,PRD00974,SUP0463,Bengaluru WH,603,171,05-06-2025,available
INV00996,PRD01822,SUP0083,Mumbai WH,655,133,03-09-2025,Out of Stock
INV00997,PRD01613,SUP0112,Mumbai WH,235,99,15-04-2025,Low Stock
INV00998,PRD00606,SUP0354,Delhi WH,320,111,04-10-2025,Low Stock
INV00999,PRD01650,SUP0199,Delhi WH,309,162,15-01-2025,Out of Stock
INV01000,PRD01593,SUP0496,Hyderabad WH,206,59,09-03-2025,Out of Stock
INV01001,PRD01004,SUP0371,Chennai WH,978,145,21-10-2025,Available
INV01002,PRD01550,SUP0390,Delhi WH,824,54,20-03-2025,Out of Stock
INV01003,PRD00980,SUP0500,Hyderabad WH,1000,36,07-01-2025,Low Stock
INV01004,PRD00654,SUP0428,Chennai WH,334,114,11-11-2025,Available
INV01005,PRD00956,SUP0478,Mumbai WH,271,46,25-01-2025,Out of Stock
INV01006,PRD01217,SUP0126,Delhi WH,631,69,20-01-2025,Available
INV01007,PRD01205,SUP0309,Bengaluru WH,731,186,23-04-2025,Out of Stock
INV01008,PRD00314,SUP0186,Delhi WH,628,63,18-12-2025,Available
INV01009,PRD00504,SUP0407,Hyderabad WH,204,54,04-04-2025,Available
INV01010,PRD01199,SUP0337,Mumbai WH,151,110,08-05-2025,Available
INV01011,PRD00730,SUP0003,Chennai WH,998,120,11-11-2025,Out of Stock
INV01012,PRD00168,SUP0301,Bengaluru WH,987,129,26-03-2025,available
INV01013,PRD00005,SUP0167,Hyderabad WH,58,99,21-04-2025,Low Stock
INV01014,PRD01353,SUP0296,Hyderabad WH,653,179,26-01-2025,available
INV01015,PRD00853,SUP0213,Bengaluru WH,173,23,07-07-2025,Out of Stock
INV01016,PRD00119,SUP0139,Mumbai WH,36,186,26-05-2025,Low Stock
INV01017,PRD01893,SUP0499,Bengaluru WH,135,164,22-01-2025,Out of Stock
INV01018,PRD00138,SUP0392,Chennai WH,116,46,25-09-2025,Available
INV01019,PRD01155,SUP0418,Bengaluru WH,231,30,18-08-2025,Low Stock
INV01020,PRD01557,SUP0436,Bengaluru WH,8,148,14-01-2025,Out of Stock
INV01021,PRD00770,SUP0142,Delhi WH,438,91,16-12-2025,Low Stock
INV01022,PRD01044,SUP0320,Hyderabad WH,490,117,13-10-2025,available
INV01023,PRD01991,SUP0197,Delhi WH,148,30,26-04-2025,Low Stock
INV01024,PRD01954,SUP0127,Mumbai WH,821,165,27-09-2025,Available
INV01025,PRD00208,SUP0024,Hyderabad WH,828,21,22-10-2025,Out of Stock
INV01026,PRD00850,SUP0161,Bengaluru WH,874,70,12-07-2025,available
INV01027,PRD00175,SUP0119,Mumbai WH,929,125,17-09-2025,Low Stock
INV01028,PRD01286,SUP0133,Bengaluru WH,337,53,06-05-2025,Available
INV01029,PRD00237,SUP0026,Delhi WH,33,32,23-07-2025,available
INV01030,PRD01790,SUP0013,Delhi WH,710,125,12-02-2025,Available
INV01031,PRD01376,SUP0351,Chennai WH,872,123,19-07-2025,Available
INV01032,PRD01688,SUP0198,Bengaluru WH,25,47,04-06-2025,Out of Stock
INV01033,PRD00418,SUP0231,Delhi WH,851,100,10-12-2025,available
