payment_id,order_id,payment_date,payment_method,amount_paid,payment_status
PAY03954,ORD09337,27-11-2025,UPI,428957,Pending
PAY03955,ORD05245,02-01-2025,Credit Card,293327,Partial
PAY03956,ORD09861,18-10-2025,UPI,88828,Paid
PAY03957,ORD01381,27-10-2025,Debit Card,147339,Partial
PAY03958,ORD04240,11-09-2025,Bank Transfer,70584,Partial
PAY03959,ORD01252,07-04-2025,Bank Transfer,260311,paid
PAY03960,ORD09167,28-02-2025,Credit Card,108150,Partial
PAY03961,ORD03181,06-07-2025,Cash,24418,paid
PAY03962,ORD04691,23-09-2025,Debit Card,430914,Pending
PAY03963,ORD05029,10-04-2025,Bank Transfer,489742,Pending
PAY03964,ORD06920,16-06-2025,Debit Card,170188,paid
PAY03965,ORD02964,03-12-2025,UPI,211541,Paid
PAY03966,ORD00774,02-05-2025,UPI,425263,Partial
PAY03967,ORD02524,24-10-2025,Cash,408673,paid
PAY03968,ORD02055,06-01-2025,Bank Transfer,413189,Partial
PAY03969,ORD02487,25-11-2025,Bank Transfer,259794,Pending
PAY03970,ORD07338,19-04-2025,Bank Transfer,241268,paid
PAY03971,ORD09357,01-08-2025,Cash,361942,paid
PAY03972,ORD08144,07-01-2025,Credit Card,214519,paid
PAY03973,ORD03333,17-09-2025,Bank Transfer,139986,paid
PAY03974,ORD05237,26-07-2025,Debit Card,407883,Partial
PAY03975,ORD07583,09-08-2025,Credit Card,305024,Paid
PAY03976,ORD09535,24-05-2025,Cash,299415,paid
PAY03977,ORD08213,26-04-2025,UPI,137624,Paid
PAY03978,ORD03036,04-10-2025,Credit Card,351981,Partial
PAY03979,ORD01279,14-01-2025,Cash,219696,Paid
PAY03980,ORD02000,18-06-2025,Debit Card,478435,Partial
PAY03981,ORD00397,10-03-2025,UPI,452791,Paid
PAY03982,ORD09862,14-06-2025,Cash,258443,Pending
PAY03983,ORD07345,10-09-2025,Debit Card,473409,paid
PAY03984,ORD04476,06-09-2025,Debit Card,423810,Partial
PAY03985,ORD00540,28-06-2025,Cash,306516,Pending
PAY03986,ORD02535,20-07-2025,Bank Transfer,324187,Partial
PAY03987,ORD04266,18-11-2025,Bank Transfer,162238,Partial
PAY03988,ORD09132,16-12-2025,Cash,141286,paid
PAY03989,ORD08642,09-01-2025,UPI,19152,Pending
PAY03990,ORD02450,02-03-2025,Credit Card,224078,Paid
PAY03991,ORD09411,13-05-2025,UPI,330164,Paid
PAY03992,ORD09227,07-09-2025,Cash,335036,Paid
PAY03993,ORD05998,15-08-2025,Debit Card,100450,Partial
PAY03994,ORD01938,20-03-2025,Cash,331443,Paid
PAY03995,ORD02290,15-04-2025,UPI,298795,paid
PAY03996,ORD05372,08-06-2025,Cash,246811,Partial
PAY03997,ORD05216,27-11-2025,Cash,365216,Paid
PAY03998,ORD05233,27-10-2025,Bank Transfer,295074,Pending
PAY03999,ORD07471,01-01-2025,UPI,167672,Paid
PAY04000,ORD01805,03-08-2025,Credit Card,478367,paid
PAY04001,ORD07592,24-08-2025,UPI,147651,Partial
PAY04002,ORD05251,13-11-2025,UPI,142883,Paid
PAY04003,ORD00499,20-07-2025,Bank Transfer,388994,Partial
PAY04004,ORD07024,11-02-2025,Bank Transfer,71486,Paid
PAY04005,ORD03977,09-11-2025,Bank Transfer,33854,paid
PAY04006,ORD02369,10-06-2025,Cash,242037,Paid
PAY04007,ORD00935,17-11-2025,Bank Transfer,474735,Partial
PAY04008,ORD03089,15-03-2025,Debit Card,5583,Paid
PAY04009,ORD00272,15-03-2025,Cash,420640,Partial
PAY04010,ORD01112,21-11-2025,UPI,312084,Partial
PAY04011,ORD01369,15-04-2025,Bank Transfer,496624,Partial
PAY04012,ORD04819,02-08-2025,Bank Transfer,253490,paid
PAY04013,ORD02196,09-01-2025,UPI,311997,Partial
PAY04014,ORD01529,17-01-2025,UPI,204798,Partial
PAY04015,ORD06200,14-06-2025,Debit Card,488067,Paid
PAY04016,ORD08879,24-07-2025,Cash,249091,Partial
PAY04017,ORD01047,13-08-2025,Debit Card,482601,Pending
PAY04018,ORD07639,17-04-2025,Cash,246324,Pending
PAY04019,ORD08744,10-07-2025,Debit Card,56778,Partial
PAY04020,ORD09775,05-09-2025,Debit Card,335923,paid
PAY04021,ORD07602,17-09-2025,Bank Transfer,138011,Pending
PAY04022,ORD09790,16-07-2025,Cash,485433,Paid
PAY04023,ORD01425,07-05-2025,UPI,47156,paid
PAY04024,ORD07764,25-12-2025,UPI,355518,Pending
PAY04025,ORD05219,07-03-2025,Debit Card,137833,Pending
PAY04026,ORD06466,20-08-2025,Debit Card,155004,paid
PAY04027,ORD09008,01-06-2025,Cash,417327,Pending
PAY04028,ORD02710,27-09-2025,Debit Card,197682,Partial
PAY04029,ORD02643,17-03-2025,UPI,388006,paid
PAY04030,ORD04231,23-12-2025,Debit Card,335121,Pending
PAY04031,ORD06562,15-12-2025,Debit Card,33490,Paid
PAY04032,ORD08412,18-10-2025,Debit Card,439647,Paid
PAY04033,ORD06709,15-05-2025,Bank Transfer,68969,Paid
PAY04034,ORD01732,01-05-2025,Credit Card,213405,Pending
PAY04035,ORD00137,26-03-2025,Cash,365003,Partial
PAY04036,ORD07052,27-10-2025,UPI,393099,Partial
PAY04037,ORD05636,26-03-2025,UPI,25070,Paid
PAY04038,ORD01309,10-02-2025,Bank Transfer,440827,Paid
PAY04039,ORD09021,07-08-2025,UPI,106463,Partial
PAY04040,ORD03776,19-06-2025,Cash,33150,Paid
PAY04041,ORD06283,06-06-2025,Bank Transfer,497359,Paid
PAY04042,ORD08691,18-02-2025,Debit Card,369005,Partial
PAY04043,ORD02921,07-09-2025,Bank Transfer,424774,Paid
PAY04044,ORD01055,03-02-2025,Bank Transfer,174075,Pending
PAY04045,ORD07451,12-05-2025,Credit Card,297905,Partial
PAY04046,ORD05004,17-07-2025,Debit Card,398381,paid
PAY04047,ORD08289,21-12-2025,Debit Card,52278,Partial
PAY04048,ORD07402,10-03-2025,Cash,42912,Partial
PAY04049,ORD04090,02-06-2025,Cash,320143,Paid
PAY04050,ORD09402,13-12-2025,Cash,78083,paid
PAY04051,ORD01067,23-01-2025,Bank Transfer,202785,paid
PAY04052,ORD00214,16-07-2025,UPI,438661,Pending
PAY04053,ORD01800,24-02-2025,Credit Card,423154,paid
PAY04054,ORD07716,17-07-2025,Bank Transfer,326291,Pending
PAY04055,ORD00209,10-11-2025,Credit Card,199705,Pending
PAY04056,ORD05867,06-11-2025,UPI,449539,Partial
PAY04057,ORD09185,03-01-2025,Cash,38427,Partial
PAY04058,ORD00736,08-08-2025,Credit Card,239150,Pending
PAY04059,ORD02343,13-03-2025,UPI,464066,Paid
PAY04060,ORD06762,08-11-2025,Cash,119969,Partial
PAY04061,ORD04648,21-01-2025,Credit Card,239024,Partial
PAY04062,ORD06514,05-11-2025,Credit Card,242807,paid
PAY04063,ORD07477,04-04-2025,Cash,400254,paid
PAY04064,ORD00874,16-10-2025,UPI,140407,paid
PAY04065,ORD09299,07-02-2025,Cash,310210,Partial
PAY04066,ORD06485,04-06-2025,Bank Transfer,24917,paid
PAY04067,ORD03990,10-02-2025,UPI,179224,Pending
PAY04068,ORD00148,10-04-2025,UPI,113382,Partial
PAY04069,ORD02920,20-01-2025,UPI,81431,Paid
PAY04070,ORD04529,03-06-2025,Debit Card,461439,Pending
PAY04071,ORD02092,03-06-2025,Credit Card,330943,Paid
PAY04072,ORD00097,25-03-2025,Cash,306704,Paid
PAY04073,ORD00826,20-08-2025,Cash,216650,Partial
PAY04074,ORD07380,03-05-2025,Bank Transfer,268978,Pending
PAY04075,ORD00876,25-02-2025,Debit Card,46732,Paid
PAY04076,ORD03290,10-11-2025,Cash,21045,Pending
PAY04077,ORD07240,17-12-2025,Cash,192913,Partial
PAY04078,ORD00164,11-08-2025,Bank Transfer,257227,Partial
PAY04079,ORD06453,15-10-2025,Debit Card,401142,paid
PAY04080,ORD06237,19-07-2025,Debit Card,157529,Pending
PAY04081,ORD00935,23-10-2025,Debit Card,321077,Paid
PAY04082,ORD06023,06-02-2025,Debit Card,69862,Paid
PAY04083,ORD02671,17-11-2025,Credit Card,486920,Pending
PAY04084,ORD06110,03-08-2025,UPI,244148,Paid
PAY04085,ORD06710,18-02-2025,Bank Transfer,498471,Partial
PAY04086,ORD02457,02-12-2025,Bank Transfer,155544,paid
PAY04087,ORD02637,01-04-2025,Debit Card,458047,Pending
PAY04088,ORD07458,07-07-2025,Credit Card,157698,Paid
PAY04089,ORD07975,02-01-2025,Cash,235206,Paid
PAY04090,ORD05895,15-04-2025,Bank Transfer,93801,Pending
PAY04091,ORD00601,27-09-2025,Debit Card,331051,Partial
PAY04092,ORD08502,01-10-2025,Credit Card,106535,paid
PAY04093,ORD02578,18-06-2025,Cash,470806,paid
PAY04094,ORD05240,28-02-2025,Cash,11721,Pending
PAY04095,ORD01796,03-05-2025,Cash,363585,Partial
PAY04096,ORD06822,18-04-2025,Cash,225116,Partial
PAY04097,ORD02839,27-04-2025,Credit Card,173766,Pending
PAY04098,ORD06069,28-09-2025,Bank Transfer,123335,Pending
PAY04099,ORD01049,13-08-2025,Bank Transfer,153756,Partial
PAY04100,ORD03149,11-02-2025,Bank Transfer,384300,paid
PAY04101,ORD07746,11-07-2025,Debit Card,168071,paid
PAY04102,ORD07814,16-09-2025,Bank Transfer,53002,Paid
PAY04103,ORD01919,22-09-2025,Bank Transfer,374723,Pending
PAY04104,ORD02779,11-04-2025,UPI,423243,Partial
PAY04105,ORD00979,17-05-2025,Credit Card,433520,paid
PAY04106,ORD04400,27-11-2025,Bank Transfer,440916,paid
PAY04107,ORD04727,21-01-2025,Credit Card,406560,Pending
PAY04108,ORD01341,14-10-2025,Bank Transfer,68611,Paid
PAY04109,ORD01102,20-07-2025,Cash,137924,paid
PAY04110,ORD04034,03-09-2025,Credit Card,406985,Partial
PAY04111,ORD01533,09-03-2025,Debit Card,297889,Partial
PAY04112,ORD05686,13-07-2025,Cash,377213,paid
PAY04113,ORD04746,19-03-2025,Credit Card,288805,Partial
PAY04114,ORD02002,25-12-2025,UPI,76384,Pending
PAY04115,ORD05882,04-09-2025,Bank Transfer,282246,Paid
PAY04116,ORD09450,26-10-2025,Credit Card,171824,Partial
PAY04117,ORD05956,04-04-2025,Bank Transfer,94010,Paid
PAY04118,ORD02101,28-08-2025,Cash,343301,Paid
PAY04119,ORD03487,18-10-2025,Credit Card,488378,paid
PAY04120,ORD09302,06-12-2025,Credit Card,429994,Partial
PAY04121,ORD00956,27-08-2025,Bank Transfer,19719,Paid
PAY04122,ORD00599,21-01-2025,UPI,15673,Paid
PAY04123,ORD06429,02-06-2025,Credit Card,484398,paid
PAY04124,ORD08813,15-11-2025,Cash,446983,paid
PAY04125,ORD07068,27-02-2025,Credit Card,282208,paid
PAY04126,ORD02894,11-08-2025,Bank Transfer,224984,Pending
PAY04127,ORD05249,09-09-2025,Bank Transfer,429223,paid
PAY04128,ORD05046,24-08-2025,UPI,202667,Paid
PAY04129,ORD03884,10-04-2025,Cash,289543,Paid
PAY04130,ORD07587,15-05-2025,Cash,183459,Pending
PAY04131,ORD05421,06-08-2025,Debit Card,69975,Partial
PAY04132,ORD05776,22-01-2025,Cash,262049,paid
PAY04133,ORD03428,20-01-2025,Bank Transfer,180027,Pending
PAY04134,ORD08184,02-08-2025,Debit Card,95974,Partial
PAY04135,ORD07797,23-09-2025,Cash,154696,Pending
PAY04136,ORD00739,16-04-2025,Credit Card,388606,Partial
PAY04137,ORD05187,20-07-2025,Bank Transfer,455878,Pending
PAY04138,ORD07827,20-05-2025,Bank Transfer,49252,Paid
PAY04139,ORD04764,28-11-2025,Bank Transfer,132296,Paid
PAY04140,ORD07220,23-09-2025,Bank Transfer,290823,paid
PAY04141,ORD01154,08-09-2025,Credit Card,111295,Paid
PAY04142,ORD05243,10-05-2025,Debit Card,376725,paid
PAY04143,ORD04590,27-02-2025,Credit Card,128981,paid
PAY04144,ORD00445,07-03-2025,UPI,54936,Pending
PAY04145,ORD01321,26-07-2025,Bank Transfer,35599,Partial
PAY04146,ORD05356,02-01-2025,UPI,461714,Paid
PAY04147,ORD03389,17-09-2025,Debit Card,330155,Paid
PAY04148,ORD09825,28-12-2025,Credit Card,461902,paid
PAY04149,ORD06168,03-07-2025,Credit Card,182347,Partial
PAY04150,ORD03152,22-12-2025,Debit Card,393364,Pending
PAY04151,ORD08203,27-02-2025,Credit Card,230058,Partial
PAY04152,ORD05881,07-10-2025,Debit Card,206353,paid
PAY04153,ORD06801,20-03-2025,Debit Card,337277,Paid
PAY04154,ORD02570,23-10-2025,UPI,494417,Pending
PAY04155,ORD08911,05-09-2025,Credit Card,219367,Partial
PAY04156,ORD02094,08-06-2025,Credit Card,73398,Pending
PAY04157,ORD00302,23-03-2025,Cash,59859,paid
PAY04158,ORD07531,03-02-2025,Credit Card,337596,Partial
PAY04159,ORD08999,11-08-2025,Cash,423443,Paid
PAY04160,ORD01025,15-11-2025,Credit Card,328156,Paid
PAY04161,ORD09747,26-07-2025,Cash,208723,paid
PAY04162,ORD09589,01-11-2025,Debit Card,435671,Pending
PAY04163,ORD00970,18-05-2025,Cash,109960,paid
PAY04164,ORD02394,04-12-2025,Debit Card,322891,Paid
PAY04165,ORD05755,24-04-2025,Credit Card,313344,Partial
PAY04166,ORD02165,10-07-2025,Cash,121579,Partial
PAY04167,ORD05799,28-12-2025,Credit Card,47863,Pending
PAY04168,ORD09621,22-06-2025,Debit Card,91146,Paid
PAY04169,ORD04955,03-07-2025,UPI,305592,Paid
PAY04170,ORD06519,15-02-2025,UPI,197582,Pending
PAY04171,ORD04030,15-10-2025,UPI,109632,Pending
PAY04172,ORD09902,08-01-2025,Bank Transfer,412714,paid
PAY04173,ORD05862,02-09-2025,Cash,60412,Paid
PAY04174,ORD05997,17-10-2025,Bank Transfer,246942,Partial
PAY04175,ORD03665,26-12-2025,Bank Transfer,17247,Paid
PAY04176,ORD08677,06-01-2025,Cash,303772,Paid
PAY04177,ORD06361,25-07-2025,UPI,460401,Partial
PAY04178,ORD02347,02-11-2025,Debit Card,466632,paid
PAY04179,ORD00393,19-05-2025,Debit Card,145486,Paid
PAY04180,ORD02702,19-05-2025,Debit Card,475494,Pending
PAY04181,ORD09109,13-11-2025,Debit Card,87480,Paid
PAY04182,ORD02209,08-11-2025,Debit Card,437554,Paid
PAY04183,ORD04013,08-03-2025,Debit Card,193868,Paid
PAY04184,ORD07792,05-11-2025,Debit Card,35550,Paid
PAY04185,ORD09938,05-03-2025,Debit Card,489859,Partial
PAY04186,ORD02059,14-05-2025,Cash,225201,Partial
PAY04187,ORD01466,18-03-2025,UPI,402533,Pending
PAY04188,ORD08569,22-03-2025,Cash,473856,paid
PAY04189,ORD01722,16-12-2025,UPI,228341,paid
PAY04190,ORD07389,14-10-2025,Cash,121982,Partial
PAY04191,ORD08571,20-10-2025,Credit Card,276259,paid
PAY04192,ORD00056,22-11-2025,Bank Transfer,371964,paid
PAY04193,ORD05819,01-07-2025,Debit Card,265871,Pending
PAY04194,ORD00425,10-03-2025,Cash,20222,Partial
PAY04195,ORD09614,02-12-2025,UPI,180279,Paid
PAY04196,ORD02490,06-08-2025,Bank Transfer,5546,Paid
PAY04197,ORD04224,08-03-2025,UPI,272343,Partial
PAY04198,ORD01572,20-09-2025,Debit Card,100764,Pending
PAY04199,ORD07343,24-10-2025,UPI,325036,Pending
PAY04200,ORD05288,09-07-2025,UPI,305308,Paid
PAY04201,ORD01872,19-01-2025,Cash,75625,Partial
PAY04202,ORD08303,26-01-2025,Bank Transfer,429693,paid
PAY04203,ORD00530,25-08-2025,Debit Card,34352,paid
PAY04204,ORD02452,21-11-2025,Bank Transfer,92773,Pending
PAY04205,ORD07408,18-05-2025,UPI,138090,Pending
PAY04206,ORD03292,08-09-2025,Cash,21742,Partial
PAY04207,ORD03099,23-03-2025,Credit Card,140358,Pending
PAY04208,ORD01012,12-01-2025,Bank Transfer,51045,Paid
PAY04209,ORD04801,19-10-2025,UPI,281807,paid
PAY04210,ORD01849,12-05-2025,UPI,208326,Pending
PAY04211,ORD07102,03-07-2025,Debit Card,415863,paid
PAY04212,ORD07180,07-09-2025,Debit Card,82625,Pending
PAY04213,ORD00870,27-08-2025,Debit Card,479610,Paid
PAY04214,ORD06837,14-03-2025,Debit Card,43129,paid
PAY04215,ORD05586,20-12-2025,Debit Card,136121,Paid
PAY04216,ORD05343,11-12-2025,Cash,230911,paid
PAY04217,ORD02588,22-10-2025,UPI,210988,Paid
PAY04218,ORD09270,01-01-2025,Cash,16229,Pending
PAY04219,ORD06149,23-11-2025,Debit Card,125008,paid
PAY04220,ORD04015,08-02-2025,Cash,136556,paid
PAY04221,ORD07114,23-01-2025,Debit Card,103737,Paid
PAY04222,ORD00405,23-01-2025,Debit Card,48079,paid
PAY04223,ORD00570,07-05-2025,Debit Card,321310,Partial
PAY04224,ORD07966,12-03-2025,UPI,450857,Partial
PAY04225,ORD09455,10-07-2025,Cash,407852,paid
PAY04226,ORD01729,23-06-2025,UPI,96522,paid
PAY04227,ORD09011,13-10-2025,Credit Card,449923,Partial
PAY04228,ORD08552,14-08-2025,Bank Transfer,25348,Pending
PAY04229,ORD07508,14-04-2025,Bank Transfer,291613,Paid
PAY04230,ORD08101,20-08-2025,Credit Card,458097,Paid
PAY04231,ORD05187,25-11-2025,Cash,468819,paid
PAY04232,ORD08871,27-06-2025,Credit Card,172235,Paid
PAY04233,ORD08290,11-12-2025,Debit Card,335398,paid
PAY04234,ORD00909,23-06-2025,Debit Card,73980,Paid
PAY04235,ORD08997,28-01-2025,Cash,350524,paid
PAY04236,ORD05139,15-04-2025,Cash,334778,Pending
PAY04237,ORD06471,23-10-2025,Credit Card,426748,Pending
PAY04238,ORD03837,23-07-2025,Debit Card,269002,Paid
PAY04239,ORD07062,21-05-2025,Cash,199343,paid
PAY04240,ORD07467,05-02-2025,Cash,398992,paid
PAY04241,ORD09504,19-01-2025,Cash,317926,Pending
PAY04242,ORD06648,03-08-2025,Debit Card,25158,Paid
PAY04243,ORD06133,22-01-2025,UPI,405003,Paid
PAY04244,ORD01678,11-01-2025,UPI,263488,Paid
PAY04245,ORD01239,05-01-2025,UPI,151291,Paid
PAY04246,ORD07664,23-05-2025,Credit Card,188421,Pending
PAY04247,ORD08174,08-08-2025,Cash,121910,Partial
PAY04248,ORD04359,05-12-2025,Credit Card,158889,Paid
PAY04249,ORD09944,26-10-2025,Credit Card,111054,Pending
PAY04250,ORD03401,08-01-2025,Bank Transfer,344973,paid
PAY04251,ORD01758,03-08-2025,Cash,350520,Partial
PAY04252,ORD05089,02-06-2025,UPI,123895,Paid
PAY04253,ORD05112,15-07-2025,Bank Transfer,457229,Pending
PAY04254,ORD08912,10-11-2025,Bank Transfer,499909,paid
PAY04255,ORD04612,20-07-2025,UPI,439630,Pending
PAY04256,ORD08031,28-02-2025,UPI,56669,Pending
PAY04257,ORD01697,22-05-2025,Debit Card,423160,Pending
PAY04258,ORD00596,16-08-2025,Cash,84568,paid
PAY04259,ORD03993,12-06-2025,Cash,186148,paid
PAY04260,ORD03349,23-12-2025,Credit Card,267380,paid
PAY04261,ORD02526,25-10-2025,Credit Card,10013,paid
PAY04262,ORD00514,09-09-2025,Cash,360263,paid
PAY04263,ORD01756,15-12-2025,Credit Card,268947,Pending
PAY04264,ORD04291,07-02-2025,Credit Card,81444,paid
PAY04265,ORD01342,06-03-2025,Credit Card,374873,paid
PAY04266,ORD02536,25-11-2025,Bank Transfer,434548,Pending
PAY04267,ORD04101,16-04-2025,Bank Transfer,193976,Pending
PAY04268,ORD08058,19-04-2025,Credit Card,479815,Paid
PAY04269,ORD01290,26-06-2025,Cash,363813,Pending
PAY04270,ORD02626,10-09-2025,Debit Card,62157,paid
PAY04271,ORD00221,05-05-2025,Debit Card,438942,Paid
PAY04272,ORD00436,04-05-2025,Bank Transfer,89028,Pending
PAY04273,ORD05678,23-01-2025,Debit Card,214862,paid
PAY04274,ORD08734,09-05-2025,Credit Card,450015,Pending
PAY04275,ORD07867,08-07-2025,Credit Card,282898,Partial
PAY04276,ORD05285,18-01-2025,Debit Card,447000,paid
PAY04277,ORD01437,27-03-2025,Bank Transfer,388675,Paid
PAY04278,ORD08551,19-10-2025,Credit Card,335710,Paid
PAY04279,ORD00023,10-04-2025,UPI,258428,paid
PAY04280,ORD07933,17-03-2025,Bank Transfer,382131,Pending
PAY04281,ORD07064,12-08-2025,Bank Transfer,28023,Paid
PAY04282,ORD04904,22-05-2025,UPI,462257,paid
PAY04283,ORD06287,27-11-2025,Cash,58194,paid
PAY04284,ORD06916,28-06-2025,Debit Card,62160,Paid
PAY04285,ORD08875,22-08-2025,Credit Card,238615,Partial
PAY04286,ORD04835,21-08-2025,Bank Transfer,394456,Pending
PAY04287,ORD04682,04-02-2025,UPI,76307,Partial
PAY04288,ORD08297,24-08-2025,Credit Card,382184,Pending
PAY04289,ORD05309,09-03-2025,Cash,421499,Paid
PAY04290,ORD01670,20-07-2025,Cash,342931,Pending
PAY04291,ORD04629,06-11-2025,Debit Card,365108,Partial
PAY04292,ORD09240,26-07-2025,Cash,98748,Partial
PAY04293,ORD01888,09-02-2025,Credit Card,123678,paid
PAY04294,ORD01643,15-02-2025,Credit Card,146728,Partial
PAY04295,ORD05942,18-05-2025,Debit Card,7270,Pending
PAY04296,ORD05385,03-05-2025,Debit Card,122201,Paid
PAY04297,ORD06691,23-02-2025,UPI,441748,Partial
PAY04298,ORD02221,13-04-2025,Bank Transfer,139001,paid
PAY04299,ORD04494,28-12-2025,UPI,109294,Pending
PAY04300,ORD08151,06-11-2025,Credit Card,259667,Partial
PAY04301,ORD01882,17-04-2025,Bank Transfer,111884,Partial
PAY04302,ORD08994,07-08-2025,Credit Card,61327,Pending
PAY04303,ORD00731,04-07-2025,Credit Card,115140,Pending
PAY04304,ORD06212,09-01-2025,Bank Transfer,381060,Pending
PAY04305,ORD08259,22-08-2025,UPI,109121,Partial
PAY04306,ORD06015,04-07-2025,Credit Card,81425,Pending
PAY04307,ORD03203,07-04-2025,Bank Transfer,290900,Pending
PAY04308,ORD07357,06-03-2025,UPI,488238,Pending
PAY04309,ORD07689,27-03-2025,Credit Card,468459,Paid
PAY04310,ORD08191,18-06-2025,Debit Card,485504,Pending
PAY04311,ORD04631,16-09-2025,UPI,150667,Pending
PAY04312,ORD04763,02-07-2025,Debit Card,88059,Partial
PAY04313,ORD00465,06-12-2025,UPI,306363,Paid
PAY04314,ORD07109,03-02-2025,Bank Transfer,178026,paid
PAY04315,ORD01011,11-06-2025,Credit Card,443991,Pending
PAY04316,ORD08963,06-09-2025,Debit Card,6995,Paid
PAY04317,ORD03111,01-03-2025,Cash,212931,Pending
PAY04318,ORD04078,18-03-2025,Debit Card,469643,Pending
PAY04319,ORD01390,03-12-2025,Bank Transfer,276558,Partial
PAY04320,ORD07003,21-08-2025,Cash,40815,Pending
PAY04321,ORD01217,18-04-2025,Cash,319515,Paid
PAY04322,ORD03924,14-10-2025,Cash,476009,paid
PAY04323,ORD09905,22-05-2025,Credit Card,488244,Pending
PAY04324,ORD05681,15-03-2025,Credit Card,158273,Pending
PAY04325,ORD04726,18-02-2025,UPI,289075,Paid
PAY04326,ORD07435,16-08-2025,Credit Card,300458,Pending
PAY04327,ORD03095,04-08-2025,Debit Card,474767,Paid
PAY04328,ORD09295,11-07-2025,Bank Transfer,353532,Pending
PAY04329,ORD09299,23-01-2025,UPI,453089,Paid
PAY04330,ORD03910,15-12-2025,Cash,259105,Pending
PAY04331,ORD02909,16-03-2025,Bank Transfer,39815,paid
PAY04332,ORD05954,06-01-2025,Debit Card,453771,Partial
PAY04333,ORD07910,12-02-2025,UPI,90639,Paid
PAY04334,ORD04668,13-08-2025,Debit Card,373758,Partial
PAY04335,ORD04848,17-09-2025,Debit Card,168873,Pending
PAY04336,ORD09895,11-09-2025,Bank Transfer,429966,Partial
PAY04337,ORD05931,13-05-2025,UPI,29101,Pending
PAY04338,ORD04210,14-10-2025,Debit Card,133831,paid
PAY04339,ORD04829,13-07-2025,Bank Transfer,58164,Paid
PAY04340,ORD05304,11-03-2025,Cash,217891,paid
PAY04341,ORD02363,03-09-2025,Bank Transfer,181796,Partial
PAY04342,ORD03814,22-04-2025,Debit Card,352068,Partial
PAY04343,ORD07346,17-10-2025,Credit Card,392390,Pending
PAY04344,ORD07391,21-01-2025,Cash,153154,Pending
PAY04345,ORD02424,19-07-2025,Bank Transfer,78357,paid
PAY04346,ORD03116,27-09-2025,UPI,314571,paid
PAY04347,ORD06935,08-07-2025,UPI,76329,Paid
PAY04348,ORD05755,03-03-2025,UPI,116733,Pending
PAY04349,ORD08324,10-05-2025,Bank Transfer,180659,Partial
PAY04350,ORD09025,02-01-2025,Cash,167680,Pending
PAY04351,ORD08326,12-11-2025,Debit Card,125211,Pending
PAY04352,ORD08988,19-07-2025,UPI,187420,Pending
PAY04353,ORD07735,22-03-2025,Cash,342860,paid
PAY04354,ORD06118,27-03-2025,Cash,277355,Paid
PAY04355,ORD07187,02-12-2025,Bank Transfer,272429,Pending
PAY04356,ORD01889,25-10-2025,UPI,103459,Pending
PAY04357,ORD05044,03-05-2025,Credit Card,300124,Partial
PAY04358,ORD02786,04-11-2025,UPI,163127,Paid
PAY04359,ORD09893,02-05-2025,Debit Card,306545,Partial
PAY04360,ORD04327,11-01-2025,Credit Card,424783,Partial
PAY04361,ORD06663,01-09-2025,Cash,263534,Partial
PAY04362,ORD04035,22-07-2025,Debit Card,486146,Paid
PAY04363,ORD04570,11-07-2025,Debit Card,464518,Partial
PAY04364,ORD05556,02-10-2025,UPI,182680,Paid
PAY04365,ORD08266,13-03-2025,Credit Card,292916,Partial
PAY04366,ORD04542,04-05-2025,Debit Card,170885,Pending
PAY04367,ORD07689,17-03-2025,Cash,365581,paid
PAY04368,ORD08702,15-01-2025,UPI,18530,paid
PAY04369,ORD01033,05-03-2025,Cash,338177,paid
PAY04370,ORD04799,22-09-2025,Credit Card,229301,Paid
PAY04371,ORD02176,21-06-2025,Debit Card,230579,Paid
PAY04372,ORD04650,13-10-2025,UPI,268643,Partial
PAY04373,ORD01662,07-03-2025,UPI,186228,Partial
PAY04374,ORD07372,24-08-2025,Cash,477966,paid
PAY04375,ORD05184,25-09-2025,UPI,27057,Partial
PAY04376,ORD03271,19-04-2025,Credit Card,170678,Pending
PAY04377,ORD06036,24-01-2025,Debit Card,153793,paid
PAY04378,ORD06424,01-07-2025,UPI,481682,Pending
PAY04379,ORD07342,12-12-2025,Debit Card,393956,Pending
PAY04380,ORD03773,27-10-2025,Bank Transfer,55605,Pending
PAY04381,ORD01243,02-11-2025,UPI,74371,Paid
PAY04382,ORD02277,08-02-2025,Cash,312877,Paid
PAY04383,ORD07541,09-05-2025,Bank Transfer,270796,Paid
PAY04384,ORD07891,12-11-2025,Credit Card,30834,paid
PAY04385,ORD08859,28-02-2025,Cash,365488,paid
PAY04386,ORD08345,23-05-2025,Debit Card,278092,Paid
PAY04387,ORD00734,19-03-2025,Bank Transfer,162126,paid
PAY04388,ORD03222,25-05-2025,Debit Card,136374,paid
PAY04389,ORD00544,15-09-2025,Bank Transfer,429172,paid
PAY04390,ORD00022,09-10-2025,Credit Card,369363,Paid
PAY04391,ORD01959,01-06-2025,Debit Card,298279,Pending
PAY04392,ORD09338,15-04-2025,Credit Card,89933,Pending
PAY04393,ORD04779,28-12-2025,Debit Card,323221,Paid
PAY04394,ORD09502,13-02-2025,UPI,6443,paid
PAY04395,ORD06100,03-05-2025,Cash,436477,Partial
PAY04396,ORD06578,08-06-2025,Credit Card,204565,Pending
PAY04397,ORD05597,16-05-2025,UPI,344351,paid
PAY04398,ORD04299,11-06-2025,Credit Card,439883,Pending
