task_id,project_id,assigned_employee,task_name,start_date,end_date,task_status,completion_percentage
TASK008690,PROJ01408,EMP0168,Site Visit,28-07-2024,18-03-2025,completed,41
TASK008691,PROJ03687,EMP0228,Handover,26-06-2024,06-03-2025,Completed,66
TASK008692,PROJ02435,EMP0184,Quality Check,25-06-2024,25-10-2025,In Progress,45
TASK008693,PROJ01817,EMP0045,Handover,15-05-2024,23-06-2025,In Progress,28
TASK008694,PROJ00137,EMP0297,Quality Check,26-02-2024,24-11-2025,Completed,68
TASK008695,PROJ02843,EMP0253,Quality Check,28-03-2024,,Pending,31
TASK008696,PROJ03320,EMP0184,Design Approval,03-03-2024,02-03-2025,completed,27
TASK008697,PROJ01480,EMP0139,Quality Check,05-05-2024,01-12-2025,completed,94
TASK008698,PROJ02428,EMP0106,Installation,23-10-2024,24-05-2025,Pending,14
TASK008699,PROJ02252,EMP0038,Site Visit,12-12-2024,26-07-2025,Completed,0
TASK008700,PROJ00245,EMP0073,Site Visit,11-04-2024,09-07-2025,completed,51
TASK008701,PROJ00779,EMP0212,Installation,10-02-2024,,Delayed,73
TASK008702,PROJ01701,EMP0230,Handover,12-06-2024,11-04-2025,In Progress,67
TASK008703,PROJ04581,EMP0273,Handover,17-06-2024,05-05-2025,Completed,43
TASK008704,PROJ04197,EMP0129,Design Approval,11-03-2024,,completed,26
TASK008705,PROJ00865,EMP0025,Material Procurement,04-10-2024,17-11-2025,Completed,76
TASK008706,PROJ04225,EMP0053,Design Approval,07-05-2024,13-12-2025,Delayed,29
TASK008707,PROJ01900,EMP0077,Installation,25-02-2024,20-03-2025,completed,66
TASK008708,PROJ03605,EMP0179,Site Visit,14-10-2024,05-03-2025,Pending,31
TASK008709,PROJ03785,EMP0009,Quality Check,22-03-2024,06-05-2025,Pending,81
TASK008710,PROJ02506,EMP0022,Material Procurement,15-06-2024,28-02-2025,Pending,36
TASK008711,PROJ02113,EMP0122,Material Procurement,25-03-2024,,completed,1
TASK008712,PROJ01336,EMP0123,Design Approval,09-07-2024,28-11-2025,In Progress,38
TASK008713,PROJ02318,EMP0220,Handover,24-06-2024,,Delayed,91
TASK008714,PROJ03795,EMP0019,Installation,27-01-2024,15-08-2025,In Progress,58
TASK008715,PROJ03641,EMP0298,Site Visit,13-08-2024,05-04-2025,completed,47
TASK008716,PROJ00991,EMP0047,Quality Check,23-12-2024,17-01-2025,Delayed,65
TASK008717,PROJ04833,EMP0251,Site Visit,20-12-2024,17-08-2025,In Progress,10
TASK008718,PROJ01156,EMP0053,Site Visit,24-06-2024,03-05-2025,completed,10
TASK008719,PROJ03315,EMP0200,Material Procurement,01-01-2024,25-04-2025,In Progress,24
TASK008720,PROJ00080,EMP0173,Site Visit,02-12-2024,25-08-2025,Completed,70
TASK008721,PROJ03275,EMP0200,Installation,07-06-2024,17-12-2025,Completed,30
TASK008722,PROJ03100,EMP0194,Handover,16-04-2024,19-01-2025,In Progress,98
TASK008723,PROJ02601,EMP0228,Site Visit,28-12-2024,19-06-2025,In Progress,50
TASK008724,PROJ00969,EMP0118,Quality Check,15-08-2024,06-02-2025,Delayed,81
TASK008725,PROJ01606,EMP0241,Material Procurement,24-04-2024,12-04-2025,Completed,47
TASK008726,PROJ03261,EMP0100,Quality Check,10-09-2024,,completed,88
TASK008727,PROJ02707,EMP0191,Design Approval,04-10-2024,15-11-2025,In Progress,90
TASK008728,PROJ02193,EMP0076,Installation,13-11-2024,25-10-2025,In Progress,95
TASK008729,PROJ03306,EMP0037,Handover,07-12-2024,22-12-2025,completed,92
TASK008730,PROJ03214,EMP0063,Material Procurement,04-04-2024,09-05-2025,In Progress,85
TASK008731,PROJ01809,EMP0084,Installation,26-08-2024,25-07-2025,Pending,88
TASK008732,PROJ00654,EMP0196,Design Approval,13-08-2024,28-04-2025,Completed,25
TASK008733,PROJ01944,EMP0282,Handover,26-10-2024,25-04-2025,Completed,88
TASK008734,PROJ00188,EMP0073,Material Procurement,26-08-2024,,Pending,65
TASK008735,PROJ02551,EMP0090,Site Visit,17-09-2024,05-07-2025,Completed,3
TASK008736,PROJ02296,EMP0197,Quality Check,07-04-2024,16-09-2025,Completed,77
TASK008737,PROJ00468,EMP0248,Material Procurement,04-10-2024,26-01-2025,completed,14
TASK008738,PROJ02743,EMP0210,Quality Check,05-08-2024,,completed,36
TASK008739,PROJ03742,EMP0149,Quality Check,03-01-2024,,In Progress,39
TASK008740,PROJ00793,EMP0093,Design Approval,09-04-2024,08-07-2025,Completed,67
TASK008741,PROJ01823,EMP0189,Material Procurement,01-12-2024,04-05-2025,completed,27
TASK008742,PROJ03566,EMP0227,Handover,22-04-2024,24-10-2025,completed,74
TASK008743,PROJ04066,EMP0069,Material Procurement,26-06-2024,26-05-2025,Delayed,39
TASK008744,PROJ01223,EMP0177,Installation,18-03-2024,05-01-2025,Completed,35
TASK008745,PROJ04199,EMP0010,Installation,05-03-2024,23-06-2025,Delayed,9
TASK008746,PROJ03834,EMP0138,Quality Check,21-11-2024,20-08-2025,completed,3
TASK008747,PROJ00112,EMP0245,Handover,21-12-2024,11-05-2025,completed,44
TASK008748,PROJ04108,EMP0067,Design Approval,04-12-2024,21-05-2025,Pending,8
TASK008749,PROJ04487,EMP0046,Handover,27-04-2024,05-02-2025,Pending,38
TASK008750,PROJ03905,EMP0132,Quality Check,20-10-2024,10-02-2025,Completed,9
TASK008751,PROJ02240,EMP0291,Site Visit,02-08-2024,02-08-2025,Pending,54
TASK008752,PROJ01835,EMP0300,Quality Check,01-09-2024,24-09-2025,Completed,29
TASK008753,PROJ03663,EMP0191,Site Visit,06-06-2024,12-03-2025,Completed,75
TASK008754,PROJ02218,EMP0074,Handover,26-12-2024,15-07-2025,Pending,1
TASK008755,PROJ01957,EMP0101,Installation,13-04-2024,10-08-2025,In Progress,10
TASK008756,PROJ03657,EMP0298,Site Visit,21-07-2024,16-10-2025,In Progress,35
TASK008757,PROJ02834,EMP0045,Handover,05-02-2024,18-08-2025,In Progress,46
TASK008758,PROJ04338,EMP0016,Site Visit,01-07-2024,10-12-2025,Delayed,98
TASK008759,PROJ02714,EMP0003,Installation,11-08-2024,16-11-2025,In Progress,14
TASK008760,PROJ02231,EMP0170,Design Approval,23-11-2024,22-02-2025,completed,76
TASK008761,PROJ04028,EMP0027,Handover,22-06-2024,22-12-2025,completed,98
TASK008762,PROJ02325,EMP0030,Material Procurement,08-09-2024,13-12-2025,Completed,47
TASK008763,PROJ00303,EMP0198,Design Approval,23-11-2024,,Completed,96
TASK008764,PROJ02524,EMP0292,Installation,20-01-2024,09-08-2025,Delayed,96
TASK008765,PROJ04334,EMP0209,Installation,22-09-2024,28-02-2025,completed,37
TASK008766,PROJ00453,EMP0040,Handover,02-02-2024,10-12-2025,In Progress,36
TASK008767,PROJ03116,EMP0259,Site Visit,01-10-2024,25-10-2025,Completed,98
TASK008768,PROJ01893,EMP0066,Handover,15-07-2024,,Pending,22
TASK008769,PROJ01051,EMP0145,Quality Check,08-02-2024,22-03-2025,In Progress,34
TASK008770,PROJ01866,EMP0170,Installation,25-05-2024,06-04-2025,In Progress,65
TASK008771,PROJ00351,EMP0126,Material Procurement,19-06-2024,15-10-2025,Delayed,46
TASK008772,PROJ00677,EMP0130,Design Approval,03-08-2024,20-09-2025,Delayed,18
TASK008773,PROJ04519,EMP0170,Quality Check,18-10-2024,08-05-2025,Pending,71
TASK008774,PROJ02281,EMP0157,Quality Check,02-12-2024,10-04-2025,Pending,31
TASK008775,PROJ01620,EMP0199,Installation,25-12-2024,,completed,53
TASK008776,PROJ00606,EMP0145,Design Approval,19-01-2024,,In Progress,19
TASK008777,PROJ03406,EMP0180,Handover,25-12-2024,04-03-2025,In Progress,53
TASK008778,PROJ01320,EMP0155,Material Procurement,18-05-2024,14-12-2025,Pending,44
TASK008779,PROJ03766,EMP0183,Handover,08-10-2024,,completed,2
TASK008780,PROJ00663,EMP0277,Handover,14-10-2024,09-12-2025,Pending,100
TASK008781,PROJ03364,EMP0013,Design Approval,16-08-2024,13-01-2025,Completed,21
TASK008782,PROJ04341,EMP0002,Design Approval,07-12-2024,06-10-2025,Completed,57
TASK008783,PROJ00476,EMP0089,Handover,09-07-2024,23-10-2025,Pending,75
TASK008784,PROJ01262,EMP0271,Handover,04-05-2024,,Completed,50
TASK008785,PROJ03619,EMP0174,Design Approval,02-12-2024,01-08-2025,Delayed,77
TASK008786,PROJ04999,EMP0048,Design Approval,19-10-2024,14-05-2025,Pending,24
TASK008787,PROJ03418,EMP0255,Design Approval,11-12-2024,,completed,47
TASK008788,PROJ00916,EMP0085,Design Approval,11-07-2024,,Delayed,2
TASK008789,PROJ02850,EMP0092,Material Procurement,08-09-2024,,Pending,95
TASK008790,PROJ04772,EMP0242,Site Visit,09-02-2024,23-02-2025,Delayed,69
TASK008791,PROJ04809,EMP0143,Installation,24-10-2024,13-09-2025,Completed,14
TASK008792,PROJ04621,EMP0087,Material Procurement,04-09-2024,22-10-2025,Pending,45
TASK008793,PROJ02709,EMP0066,Quality Check,03-08-2024,15-10-2025,Delayed,22
TASK008794,PROJ02597,EMP0066,Material Procurement,04-03-2024,,completed,40
TASK008795,PROJ03502,EMP0189,Material Procurement,13-07-2024,04-10-2025,Completed,52
TASK008796,PROJ02576,EMP0137,Design Approval,15-05-2024,03-03-2025,Completed,9
TASK008797,PROJ01131,EMP0203,Site Visit,12-06-2024,27-04-2025,In Progress,60
TASK008798,PROJ03798,EMP0259,Installation,10-06-2024,13-10-2025,Delayed,100
TASK008799,PROJ03627,EMP0202,Site Visit,26-10-2024,01-07-2025,completed,83
TASK008800,PROJ04512,EMP0193,Installation,11-02-2024,,Completed,0
TASK008801,PROJ04649,EMP0003,Site Visit,11-10-2024,10-05-2025,Delayed,78
TASK008802,PROJ01116,EMP0262,Design Approval,15-02-2024,06-05-2025,Completed,12
TASK008803,PROJ00827,EMP0031,Handover,27-09-2024,01-08-2025,Pending,67
TASK008804,PROJ01908,EMP0269,Quality Check,18-07-2024,,Delayed,0
TASK008805,PROJ01404,EMP0104,Quality Check,21-05-2024,16-01-2025,completed,98
TASK008806,PROJ03355,EMP0178,Handover,25-02-2024,,Pending,63
TASK008807,PROJ04135,EMP0001,Design Approval,07-09-2024,,completed,28
TASK008808,PROJ00660,EMP0259,Installation,28-10-2024,05-07-2025,completed,90
TASK008809,PROJ02730,EMP0120,Design Approval,19-12-2024,18-12-2025,Completed,91
TASK008810,PROJ03097,EMP0202,Installation,12-04-2024,09-11-2025,Pending,87
TASK008811,PROJ01665,EMP0148,Installation,02-10-2024,11-06-2025,Pending,87
TASK008812,PROJ02114,EMP0247,Handover,14-06-2024,,completed,2
TASK008813,PROJ03659,EMP0174,Material Procurement,27-09-2024,,Completed,98
TASK008814,PROJ02962,EMP0208,Quality Check,09-11-2024,07-01-2025,Pending,56
TASK008815,PROJ00959,EMP0036,Material Procurement,16-09-2024,22-03-2025,Pending,83
TASK008816,PROJ02448,EMP0157,Quality Check,21-04-2024,12-09-2025,Pending,79
TASK008817,PROJ04661,EMP0270,Handover,25-12-2024,,Pending,20
TASK008818,PROJ00316,EMP0260,Installation,01-04-2024,,Pending,47
TASK008819,PROJ02756,EMP0299,Handover,27-05-2024,06-08-2025,Pending,71
TASK008820,PROJ03816,EMP0126,Installation,21-03-2024,23-09-2025,Completed,19
TASK008821,PROJ03335,EMP0082,Site Visit,26-04-2024,10-12-2025,completed,85
TASK008822,PROJ02209,EMP0034,Site Visit,01-01-2024,23-09-2025,In Progress,3
TASK008823,PROJ03948,EMP0073,Installation,05-10-2024,,Pending,88
TASK008824,PROJ01918,EMP0277,Installation,02-12-2024,10-12-2025,In Progress,13
TASK008825,PROJ00919,EMP0106,Site Visit,23-07-2024,03-05-2025,completed,69
TASK008826,PROJ02034,EMP0058,Design Approval,09-03-2024,19-12-2025,Completed,7
TASK008827,PROJ03072,EMP0216,Installation,01-09-2024,11-09-2025,In Progress,89
TASK008828,PROJ01374,EMP0265,Design Approval,05-08-2024,17-07-2025,Completed,92
TASK008829,PROJ03715,EMP0256,Site Visit,21-02-2024,08-08-2025,completed,74
TASK008830,PROJ02622,EMP0082,Material Procurement,12-09-2024,,Completed,98
TASK008831,PROJ00572,EMP0007,Quality Check,23-06-2024,12-01-2025,completed,33
TASK008832,PROJ04483,EMP0220,Site Visit,01-12-2024,24-09-2025,completed,32
TASK008833,PROJ02372,EMP0259,Quality Check,08-07-2024,06-12-2025,completed,33
TASK008834,PROJ01236,EMP0075,Material Procurement,03-12-2024,21-04-2025,Completed,58
TASK008835,PROJ00385,EMP0103,Installation,17-07-2024,,Pending,39
TASK008836,PROJ04468,EMP0108,Quality Check,14-11-2024,16-11-2025,Delayed,61
TASK008837,PROJ00424,EMP0042,Installation,04-09-2024,16-08-2025,In Progress,93
TASK008838,PROJ04178,EMP0018,Site Visit,17-06-2024,03-09-2025,completed,23
TASK008839,PROJ04627,EMP0216,Installation,20-07-2024,25-12-2025,In Progress,26
TASK008840,PROJ00479,EMP0141,Handover,04-01-2024,18-05-2025,Pending,13
TASK008841,PROJ02024,EMP0012,Design Approval,11-10-2024,17-10-2025,Pending,6
TASK008842,PROJ01607,EMP0099,Site Visit,14-05-2024,04-08-2025,completed,75
TASK008843,PROJ00947,EMP0057,Quality Check,07-01-2024,21-09-2025,Pending,56
TASK008844,PROJ00588,EMP0274,Material Procurement,01-01-2024,14-12-2025,Pending,70
TASK008845,PROJ05000,EMP0208,Material Procurement,02-03-2024,27-01-2025,In Progress,33
TASK008846,PROJ01010,EMP0213,Handover,01-05-2024,22-05-2025,Completed,15
TASK008847,PROJ03267,EMP0075,Site Visit,17-11-2024,21-04-2025,In Progress,73
TASK008848,PROJ03602,EMP0198,Quality Check,02-06-2024,02-02-2025,Completed,37
TASK008849,PROJ00412,EMP0262,Quality Check,13-12-2024,14-11-2025,In Progress,79
TASK008850,PROJ02675,EMP0249,Handover,07-01-2024,05-10-2025,Delayed,31
TASK008851,PROJ00435,EMP0154,Installation,26-08-2024,15-07-2025,completed,35
TASK008852,PROJ04114,EMP0253,Quality Check,05-06-2024,12-06-2025,In Progress,64
TASK008853,PROJ04373,EMP0059,Handover,26-11-2024,,completed,88
TASK008854,PROJ01833,EMP0140,Handover,23-07-2024,09-03-2025,Pending,29
TASK008855,PROJ03619,EMP0034,Material Procurement,20-01-2024,24-10-2025,Completed,88
TASK008856,PROJ01546,EMP0073,Handover,21-06-2024,,In Progress,47
TASK008857,PROJ03529,EMP0250,Material Procurement,09-06-2024,15-11-2025,Completed,42
TASK008858,PROJ02359,EMP0122,Design Approval,26-08-2024,23-01-2025,Delayed,54
TASK008859,PROJ00664,EMP0008,Site Visit,13-07-2024,02-07-2025,In Progress,90
TASK008860,PROJ02645,EMP0120,Installation,15-04-2024,15-07-2025,Pending,25
TASK008861,PROJ00195,EMP0114,Installation,13-03-2024,04-06-2025,completed,56
TASK008862,PROJ03371,EMP0046,Handover,11-11-2024,,Delayed,2
TASK008863,PROJ02019,EMP0233,Handover,21-09-2024,08-05-2025,In Progress,52
TASK008864,PROJ01945,EMP0263,Installation,12-04-2024,19-07-2025,In Progress,7
TASK008865,PROJ02172,EMP0058,Installation,21-09-2024,22-11-2025,Delayed,83
TASK008866,PROJ03176,EMP0206,Material Procurement,16-05-2024,27-11-2025,Pending,56
TASK008867,PROJ04387,EMP0158,Material Procurement,22-07-2024,03-01-2025,In Progress,58
TASK008868,PROJ03727,EMP0224,Quality Check,24-01-2024,27-11-2025,Pending,58
TASK008869,PROJ01706,EMP0066,Installation,07-02-2024,01-06-2025,completed,86
TASK008870,PROJ02534,EMP0190,Site Visit,06-04-2024,16-06-2025,In Progress,51
TASK008871,PROJ02884,EMP0132,Site Visit,12-06-2024,28-10-2025,Pending,18
TASK008872,PROJ03382,EMP0287,Handover,28-02-2024,28-11-2025,Pending,90
TASK008873,PROJ00429,EMP0105,Installation,14-02-2024,03-03-2025,Completed,88
TASK008874,PROJ03428,EMP0284,Handover,23-06-2024,03-03-2025,Completed,48
TASK008875,PROJ04690,EMP0237,Site Visit,04-05-2024,,completed,80
TASK008876,PROJ01243,EMP0047,Material Procurement,06-09-2024,27-07-2025,Completed,70
TASK008877,PROJ02485,EMP0165,Material Procurement,11-11-2024,07-03-2025,Pending,86
TASK008878,PROJ00434,EMP0102,Handover,06-11-2024,25-01-2025,completed,45
TASK008879,PROJ04635,EMP0043,Site Visit,23-06-2024,24-11-2025,Delayed,21
TASK008880,PROJ03417,EMP0211,Quality Check,05-07-2024,17-03-2025,completed,45
TASK008881,PROJ04466,EMP0256,Installation,08-09-2024,19-08-2025,Delayed,54
TASK008882,PROJ01792,EMP0273,Site Visit,06-06-2024,16-06-2025,Delayed,68
TASK008883,PROJ00289,EMP0293,Quality Check,22-08-2024,07-10-2025,In Progress,8
TASK008884,PROJ03897,EMP0168,Handover,14-11-2024,,Pending,58
TASK008885,PROJ00622,EMP0095,Material Procurement,02-03-2024,20-11-2025,completed,52
TASK008886,PROJ03437,EMP0066,Handover,05-07-2024,22-03-2025,In Progress,69
TASK008887,PROJ02878,EMP0290,Installation,20-07-2024,,completed,43
TASK008888,PROJ00505,EMP0288,Material Procurement,05-08-2024,17-02-2025,completed,20
TASK008889,PROJ03422,EMP0026,Site Visit,25-04-2024,14-04-2025,Completed,71
TASK008890,PROJ02640,EMP0063,Design Approval,02-07-2024,14-09-2025,Delayed,71
TASK008891,PROJ04899,EMP0176,Installation,16-04-2024,,In Progress,55
TASK008892,PROJ01100,EMP0160,Handover,17-11-2024,12-03-2025,In Progress,86
TASK008893,PROJ02003,EMP0097,Material Procurement,12-12-2024,11-04-2025,Completed,41
TASK008894,PROJ02868,EMP0247,Handover,07-06-2024,22-08-2025,Pending,14
TASK008895,PROJ00868,EMP0194,Design Approval,02-05-2024,,Delayed,23
TASK008896,PROJ04592,EMP0299,Design Approval,17-09-2024,03-12-2025,Pending,20
TASK008897,PROJ02560,EMP0022,Installation,24-06-2024,28-10-2025,completed,49
TASK008898,PROJ04452,EMP0124,Quality Check,21-06-2024,22-12-2025,completed,66
TASK008899,PROJ02640,EMP0040,Material Procurement,17-07-2024,,Completed,10
TASK008900,PROJ03864,EMP0079,Site Visit,15-11-2024,16-11-2025,completed,0
TASK008901,PROJ00165,EMP0153,Installation,04-08-2024,,Completed,35
TASK008902,PROJ04926,EMP0251,Material Procurement,09-12-2024,28-10-2025,In Progress,6
TASK008903,PROJ00084,EMP0229,Handover,15-03-2024,20-07-2025,In Progress,82
TASK008904,PROJ02689,EMP0194,Installation,11-05-2024,15-03-2025,Pending,75
TASK008905,PROJ04362,EMP0295,Installation,04-12-2024,19-11-2025,Pending,19
TASK008906,PROJ00271,EMP0134,Quality Check,06-10-2024,23-03-2025,Completed,34
TASK008907,PROJ00339,EMP0024,Installation,02-09-2024,,Delayed,16
TASK008908,PROJ02248,EMP0166,Quality Check,02-08-2024,17-02-2025,In Progress,7
TASK008909,PROJ00637,EMP0108,Design Approval,28-06-2024,27-06-2025,Pending,95
TASK008910,PROJ02608,EMP0240,Site Visit,15-07-2024,21-07-2025,In Progress,5
TASK008911,PROJ02469,EMP0198,Installation,19-04-2024,07-06-2025,In Progress,88
TASK008912,PROJ02226,EMP0063,Installation,05-06-2024,09-03-2025,Pending,16
TASK008913,PROJ02764,EMP0047,Site Visit,13-04-2024,18-09-2025,Completed,75
TASK008914,PROJ04394,EMP0234,Quality Check,14-07-2024,27-01-2025,In Progress,24
TASK008915,PROJ01412,EMP0162,Handover,20-02-2024,11-09-2025,Delayed,93
TASK008916,PROJ02048,EMP0133,Design Approval,15-04-2024,,Pending,25
TASK008917,PROJ01412,EMP0093,Handover,15-12-2024,22-11-2025,Pending,79
TASK008918,PROJ03701,EMP0026,Handover,13-11-2024,26-03-2025,Pending,0
TASK008919,PROJ04419,EMP0047,Quality Check,20-12-2024,08-03-2025,Pending,71
TASK008920,PROJ04709,EMP0071,Material Procurement,27-11-2024,03-07-2025,Pending,54
TASK008921,PROJ03041,EMP0216,Quality Check,10-06-2024,07-12-2025,In Progress,1
TASK008922,PROJ01177,EMP0038,Design Approval,16-07-2024,,In Progress,48
TASK008923,PROJ00579,EMP0102,Material Procurement,14-02-2024,09-06-2025,Pending,11
TASK008924,PROJ03842,EMP0216,Site Visit,18-12-2024,,Pending,83
TASK008925,PROJ04428,EMP0115,Handover,18-05-2024,02-12-2025,Completed,66
TASK008926,PROJ02491,EMP0138,Quality Check,06-01-2024,16-01-2025,completed,30
TASK008927,PROJ03576,EMP0094,Installation,10-06-2024,06-04-2025,completed,91
TASK008928,PROJ03510,EMP0036,Site Visit,06-11-2024,18-06-2025,Delayed,61
TASK008929,PROJ04761,EMP0069,Quality Check,04-01-2024,16-10-2025,Completed,61
TASK008930,PROJ02966,EMP0235,Handover,27-12-2024,10-10-2025,Completed,60
TASK008931,PROJ02356,EMP0039,Quality Check,13-07-2024,,Completed,63
TASK008932,PROJ01895,EMP0070,Installation,06-04-2024,14-04-2025,Delayed,73
TASK008933,PROJ01274,EMP0047,Material Procurement,03-11-2024,23-04-2025,Pending,99
TASK008934,PROJ02284,EMP0149,Installation,05-04-2024,28-08-2025,completed,48
TASK008935,PROJ02518,EMP0137,Handover,23-03-2024,,completed,11
TASK008936,PROJ03221,EMP0132,Handover,14-08-2024,22-02-2025,Delayed,26
TASK008937,PROJ02857,EMP0098,Site Visit,08-02-2024,11-03-2025,Pending,21
TASK008938,PROJ03639,EMP0183,Quality Check,06-08-2024,09-06-2025,Delayed,52
TASK008939,PROJ01075,EMP0170,Design Approval,24-08-2024,01-01-2025,Delayed,21
TASK008940,PROJ01770,EMP0022,Handover,01-03-2024,22-02-2025,Pending,81
TASK008941,PROJ04360,EMP0258,Installation,22-10-2024,16-10-2025,completed,55
TASK008942,PROJ03296,EMP0050,Site Visit,12-11-2024,09-08-2025,In Progress,94
TASK008943,PROJ04440,EMP0116,Installation,03-03-2024,27-11-2025,In Progress,64
TASK008944,PROJ01086,EMP0296,Design Approval,24-03-2024,08-11-2025,In Progress,32
TASK008945,PROJ01753,EMP0253,Handover,26-06-2024,,Completed,17
TASK008946,PROJ03533,EMP0057,Installation,09-05-2024,09-01-2025,In Progress,12
TASK008947,PROJ01594,EMP0199,Material Procurement,20-09-2024,08-06-2025,In Progress,28
TASK008948,PROJ00356,EMP0159,Quality Check,20-01-2024,,Delayed,73
TASK008949,PROJ04466,EMP0101,Installation,23-11-2024,04-10-2025,In Progress,15
TASK008950,PROJ02750,EMP0023,Material Procurement,19-09-2024,,Completed,63
TASK008951,PROJ04083,EMP0125,Material Procurement,17-04-2024,,Pending,94
TASK008952,PROJ04254,EMP0158,Design Approval,18-04-2024,16-04-2025,completed,58
TASK008953,PROJ00568,EMP0295,Handover,03-09-2024,18-03-2025,In Progress,89
TASK008954,PROJ03854,EMP0016,Installation,27-11-2024,,In Progress,60
TASK008955,PROJ03102,EMP0289,Handover,13-05-2024,02-06-2025,Completed,18
TASK008956,PROJ04801,EMP0272,Quality Check,20-05-2024,07-08-2025,Completed,62
TASK008957,PROJ04812,EMP0132,Quality Check,02-11-2024,24-04-2025,In Progress,98
TASK008958,PROJ03512,EMP0096,Material Procurement,13-02-2024,17-07-2025,Delayed,15
TASK008959,PROJ04217,EMP0231,Quality Check,21-10-2024,08-05-2025,Completed,99
TASK008960,PROJ03563,EMP0142,Installation,17-05-2024,06-06-2025,Completed,46
TASK008961,PROJ01998,EMP0038,Quality Check,14-06-2024,20-08-2025,Pending,11
TASK008962,PROJ01922,EMP0117,Site Visit,18-03-2024,09-04-2025,Pending,53
TASK008963,PROJ04974,EMP0063,Design Approval,22-10-2024,,Pending,3
TASK008964,PROJ00405,EMP0063,Handover,06-07-2024,08-07-2025,In Progress,8
TASK008965,PROJ04982,EMP0080,Design Approval,27-02-2024,12-08-2025,Delayed,49
TASK008966,PROJ04428,EMP0078,Handover,18-11-2024,22-04-2025,Completed,49
TASK008967,PROJ04816,EMP0010,Quality Check,05-08-2024,22-06-2025,Completed,77
TASK008968,PROJ04076,EMP0183,Handover,15-02-2024,14-09-2025,Delayed,1
TASK008969,PROJ02004,EMP0197,Material Procurement,06-01-2024,12-06-2025,Completed,56
TASK008970,PROJ01170,EMP0273,Site Visit,14-10-2024,11-02-2025,In Progress,100
TASK008971,PROJ03928,EMP0185,Installation,01-02-2024,28-05-2025,Pending,21
TASK008972,PROJ03088,EMP0128,Handover,09-10-2024,08-02-2025,Pending,51
TASK008973,PROJ00617,EMP0264,Material Procurement,14-06-2024,27-10-2025,Pending,16
TASK008974,PROJ00711,EMP0259,Material Procurement,24-11-2024,15-08-2025,In Progress,77
TASK008975,PROJ01537,EMP0160,Handover,16-01-2024,19-12-2025,Delayed,53
TASK008976,PROJ00379,EMP0136,Quality Check,02-09-2024,08-03-2025,In Progress,84
TASK008977,PROJ03645,EMP0167,Material Procurement,15-04-2024,15-01-2025,In Progress,66
TASK008978,PROJ01574,EMP0135,Handover,12-06-2024,,In Progress,62
TASK008979,PROJ01651,EMP0095,Installation,24-05-2024,,Pending,49
TASK008980,PROJ02473,EMP0162,Design Approval,28-05-2024,,In Progress,94
TASK008981,PROJ02478,EMP0038,Design Approval,19-01-2024,,Delayed,12
TASK008982,PROJ04712,EMP0220,Material Procurement,01-05-2024,,Completed,26
TASK008983,PROJ00902,EMP0287,Material Procurement,13-06-2024,24-07-2025,completed,7
TASK008984,PROJ02548,EMP0031,Quality Check,26-10-2024,24-10-2025,In Progress,65
TASK008985,PROJ02711,EMP0094,Design Approval,20-09-2024,15-05-2025,Completed,61
TASK008986,PROJ02273,EMP0226,Material Procurement,17-12-2024,,Completed,27
TASK008987,PROJ02262,EMP0023,Quality Check,03-03-2024,25-10-2025,completed,6
TASK008988,PROJ03547,EMP0099,Quality Check,14-10-2024,18-05-2025,Completed,4
TASK008989,PROJ03791,EMP0278,Site Visit,20-12-2024,11-01-2025,Pending,45
TASK008990,PROJ04395,EMP0123,Material Procurement,04-11-2024,,In Progress,58
TASK008991,PROJ03117,EMP0247,Design Approval,08-08-2024,,completed,83
TASK008992,PROJ04925,EMP0216,Design Approval,27-06-2024,10-07-2025,completed,51
TASK008993,PROJ02066,EMP0097,Installation,28-10-2024,03-02-2025,Completed,45
TASK008994,PROJ03263,EMP0054,Material Procurement,11-03-2024,24-08-2025,Completed,98
TASK008995,PROJ01217,EMP0085,Design Approval,01-02-2024,21-03-2025,In Progress,34
TASK008996,PROJ01868,EMP0146,Handover,05-03-2024,05-04-2025,Pending,96
TASK008997,PROJ03748,EMP0222,Quality Check,17-12-2024,10-01-2025,Completed,30
TASK008998,PROJ00104,EMP0256,Installation,02-12-2024,10-11-2025,Completed,10
TASK008999,PROJ00826,EMP0138,Material Procurement,01-07-2024,26-04-2025,Delayed,15
TASK009000,PROJ01982,EMP0003,Handover,03-08-2024,13-12-2025,Delayed,35
TASK009001,PROJ03487,EMP0156,Site Visit,05-05-2024,15-04-2025,Completed,39
TASK009002,PROJ04528,EMP0271,Installation,23-06-2024,01-11-2025,In Progress,65
TASK009003,PROJ00758,EMP0217,Installation,25-09-2024,02-05-2025,Completed,4
TASK009004,PROJ03288,EMP0119,Design Approval,03-03-2024,19-09-2025,Delayed,11
TASK009005,PROJ02937,EMP0103,Quality Check,22-07-2024,01-06-2025,Pending,70
TASK009006,PROJ01245,EMP0278,Site Visit,20-03-2024,10-02-2025,Delayed,0
TASK009007,PROJ04501,EMP0211,Design Approval,02-08-2024,18-08-2025,completed,5
TASK009008,PROJ03476,EMP0028,Handover,13-01-2024,04-11-2025,completed,84
TASK009009,PROJ00417,EMP0300,Material Procurement,22-05-2024,,completed,50
TASK009010,PROJ02241,EMP0134,Handover,13-09-2024,,Completed,33
