product_id,category_id,supplier_id,product_name,material_type,cost_price,selling_price,status
PRD00774,CAT027,SUP0079,Product 774,Plywood,42832,47237,active
PRD00775,CAT018,SUP0159,Product 775,Laminate,36395,48135,active
PRD00776,CAT018,SUP0139,Product 776,Steel,10649,16763,Active
PRD00777,CAT002,SUP0452,Product 777,Wood,30612,39857,active
PRD00778,CAT023,SUP0454,Product 778,Wood,27642,30155,Discontinued
PRD00779,CAT001,SUP0192,Product 779,Plywood,3930,12277,Discontinued
PRD00780,CAT021,SUP0080,Product 780,Glass,26119,30775,Discontinued
PRD00781,CAT011,SUP0028,Product 781,Laminate,32645,45978,Discontinued
PRD00782,CAT003,SUP0461,Product 782,Marble,36247,50355,active
PRD00783,CAT032,SUP0325,Product 783,Wood,17804,29674,Discontinued
PRD00784,CAT034,SUP0302,Product 784,Plywood,31627,38320,active
PRD00785,CAT001,SUP0017,Product 785,Marble,30246,34384,active
PRD00786,CAT006,SUP0250,Product 786,Marble,6048,20936,Active
PRD00787,CAT022,SUP0489,Product 787,Marble,38154,44948,Active
PRD00788,CAT021,SUP0026,Product 788,Steel,39419,47463,Discontinued
PRD00789,CAT001,SUP0007,Product 789,Glass,3511,16897,Active
PRD00790,CAT001,SUP0153,Product 790,Laminate,41418,46273,Active
PRD00791,CAT034,SUP0009,Product 791,Laminate,44178,50240,active
PRD00792,CAT026,SUP0291,Product 792,Glass,24316,27825,active
PRD00793,CAT039,SUP0341,Product 793,Glass,1788,5170,active
PRD00794,CAT008,SUP0105,Product 794,Marble,30667,31917,active
PRD00795,CAT040,SUP0215,Product 795,Laminate,37157,51150,Active
PRD00796,CAT022,SUP0451,Product 796,Laminate,34702,44587,active
PRD00797,CAT040,SUP0069,Product 797,Steel,2827,10836,Active
PRD00798,CAT020,SUP0315,Product 798,Laminate,6743,16689,active
PRD00799,CAT018,SUP0363,Product 799,Glass,21606,22994,Discontinued
PRD00800,CAT011,SUP0482,Product 800,Marble,16109,20596,active
PRD00801,CAT020,SUP0193,Product 801,Laminate,35387,49785,active
PRD00802,CAT017,SUP0367,Product 802,Glass,13843,24968,Discontinued
PRD00803,CAT031,SUP0001,Product 803,Plywood,7113,20730,Discontinued
PRD00804,CAT007,SUP0466,Product 804,Laminate,30337,31353,Discontinued
PRD00805,CAT037,SUP0268,Product 805,Plywood,46907,61273,Discontinued
PRD00806,CAT037,SUP0227,Product 806,Glass,737,13017,Discontinued
PRD00807,CAT032,SUP0177,Product 807,Glass,48141,56176,Discontinued
PRD00808,CAT025,SUP0358,Product 808,Wood,17084,30151,active
PRD00809,CAT038,SUP0134,Product 809,Plywood,25488,38953,Active
PRD00810,CAT014,SUP0161,Product 810,Wood,25076,38100,active
PRD00811,CAT016,SUP0201,Product 811,Marble,18957,30696,Active
PRD00812,CAT008,SUP0093,Product 812,Steel,43492,49135,Discontinued
PRD00813,CAT037,SUP0140,Product 813,Steel,29051,40467,Discontinued
PRD00814,CAT013,SUP0257,Product 814,Plywood,29578,36928,Discontinued
PRD00815,CAT015,SUP0225,Product 815,Plywood,39789,45904,active
PRD00816,CAT032,SUP0462,Product 816,Plywood,4471,10886,active
PRD00817,CAT006,SUP0431,Product 817,Laminate,42340,44213,Discontinued
PRD00818,CAT040,SUP0288,Product 818,Wood,14184,28378,Discontinued
PRD00819,CAT013,SUP0218,Product 819,Marble,39192,43950,active
PRD00820,CAT014,SUP0025,Product 820,Marble,3055,3852,Discontinued
PRD00821,CAT023,SUP0084,Product 821,Glass,40859,54601,Discontinued
PRD00822,CAT003,SUP0288,Product 822,Plywood,21450,25428,Active
PRD00823,CAT033,SUP0255,Product 823,Marble,38875,48428,active
PRD00824,CAT026,SUP0204,Product 824,Steel,39134,45374,Active
PRD00825,CAT020,SUP0384, Product 825,Laminate,14608,16279,Discontinued
PRD00826,CAT031,SUP0374,Product 826,Marble,11330,15028,Active
PRD00827,CAT027,SUP0461,Product 827,Steel,21801,28854,Discontinued
PRD00828,CAT004,SUP0084,Product 828,Steel,18830,29289,active
PRD00829,CAT014,SUP0153,Product 829,Glass,45869,60265,Discontinued
PRD00830,CAT023,SUP0398,Product 830,Glass,41979,51832,active
PRD00831,CAT013,SUP0017,Product 831,Plywood,26527,27092,Discontinued
PRD00832,CAT009,SUP0199,Product 832,Steel,29812,32885,Discontinued
PRD00833,CAT036,SUP0419,Product 833,Marble,4455,8593,Discontinued
PRD00834,CAT033,SUP0312,Product 834,Glass,46221,60994,active
PRD00835,CAT029,SUP0383,Product 835,Marble,7805,15837,Discontinued
PRD00836,CAT022,SUP0078,Product 836,Glass,5439,18676,Discontinued
PRD00837,CAT001,SUP0201,Product 837,Steel,2113,9089,active
PRD00838,CAT002,SUP0333,Product 838,Plywood,24609,35953,Active
PRD00839,CAT032,SUP0006,Product 839,Wood,16766,24892,Discontinued
PRD00840,CAT030,SUP0283,Product 840,Wood,37296,42153,Active
PRD00841,CAT034,SUP0327,Product 841,Plywood,20908,29827,Active
PRD00842,CAT033,SUP0458,Product 842,Wood,10284,14529,active
PRD00843,CAT040,SUP0295,Product 843,Plywood,18985,31833,active
PRD00844,CAT011,SUP0354,Product 844,Plywood,30220,43873,Discontinued
PRD00845,CAT006,SUP0356,Product 845,Laminate,16584,18557,Active
PRD00846,CAT005,SUP0281,Product 846,Glass,8782,22381,Discontinued
PRD00847,CAT040,SUP0236,Product 847,Steel,45782,48835,Active
PRD00848,CAT010,SUP0230,Product 848,Marble,7424,20684,Discontinued
PRD00849,CAT033,SUP0118,Product 849,Marble,37013,43360,Active
PRD00850,CAT013,SUP0305,Product 850,Wood,43049,47337,active
PRD00851,CAT008,SUP0301,Product 851,Wood,20347,27278,Active
PRD00852,CAT002,SUP0222,Product 852,Wood,33963,36908,Discontinued
PRD00853,CAT035,SUP0065,Product 853,Marble,41292,56190,Discontinued
PRD00854,CAT003,SUP0066,Product 854,Steel,8460,20519,Active
PRD00855,CAT017,SUP0035,Product 855,Glass,19567,20245,Active
PRD00856,CAT003,SUP0296,Product 856,Plywood,10297,14870,Discontinued
PRD00857,CAT036,SUP0496,Product 857,Wood,4349,18350,Discontinued
PRD00858,CAT015,SUP0432,Product 858,Wood,14428,24967,active
PRD00859,CAT028,SUP0022,Product 859,Glass,1127,6395,Active
PRD00860,CAT030,SUP0321,Product 860,Marble,43454,55701,active
PRD00861,CAT018,SUP0206,Product 861,Wood,27442,36688,active
PRD00862,CAT008,SUP0231,Product 862,Laminate,17848,30354,active
PRD00863,CAT011,SUP0434,Product 863,Steel,29706,41571,active
PRD00864,CAT035,SUP0048,Product 864,Wood,19155,30524,Active
PRD00865,CAT008,SUP0291,Product 865,Glass,19705,29069,active
PRD00866,CAT008,SUP0117,Product 866,Glass,17524,20177,active
PRD00867,CAT026,SUP0114,Product 867,Wood,17689,19025,active
PRD00868,CAT011,SUP0358,Product 868,Wood,41521,49670,Discontinued
PRD00869,CAT030,SUP0056,Product 869,Marble,6260,18729,Active
PRD00870,CAT007,SUP0041,Product 870,Plywood,38379,39285,Discontinued
PRD00871,CAT001,SUP0217,Product 871,Glass,5569,17758,active
PRD00872,CAT001,SUP0308,Product 872,Wood,7861,10331,Active
PRD00873,CAT022,SUP0361,Product 873,Plywood,14926,26747,active
PRD00874,CAT031,SUP0275,Product 874,Marble,46705,49498,Active
PRD00875,CAT012,SUP0287,Product 875,Marble,3187,17996,Discontinued
PRD00876,CAT034,SUP0303,Product 876,Glass,11177,12160,Discontinued
PRD00877,CAT034,SUP0048,Product 877,Wood,32659,40186,Discontinued
PRD00878,CAT032,SUP0001,Product 878,Wood,32215,41515,active
PRD00879,CAT011,SUP0346,Product 879,Steel,28786,35024,Discontinued
PRD00880,CAT006,SUP0310, Product 880,Plywood,25887,38690,Active
PRD00881,CAT028,SUP0295,Product 881,Marble,40828,55705,Discontinued
PRD00882,CAT040,SUP0481,Product 882,Laminate,26237,29610,active
PRD00883,CAT012,SUP0224,Product 883,Laminate,11485,11770,Discontinued
PRD00884,CAT033,SUP0206,Product 884,Glass,30011,34810,Discontinued
PRD00885,CAT036,SUP0493,Product 885,Marble,25820,32201,active
PRD00886,CAT014,SUP0101,Product 886,Laminate,20087,26502,active
PRD00887,CAT003,SUP0222,Product 887,Laminate,43586,50920,Discontinued
PRD00888,CAT029,SUP0302,Product 888,Plywood,40313,44279,Active
PRD00889,CAT018,SUP0467,Product 889,Wood,31068,31955,Discontinued
PRD00890,CAT003,SUP0460,Product 890,Marble,16197,30410,active
PRD00891,CAT002,SUP0143,Product 891,Laminate,34618,41738,active
PRD00892,CAT027,SUP0038,Product 892,Marble,20509,28325,active
PRD00893,CAT014,SUP0442,Product 893,Wood,25088,26010,active
PRD00894,CAT014,SUP0155,Product 894,Glass,27452,28385,Discontinued
PRD00895,CAT028,SUP0472,Product 895,Steel,12916,27020,active
PRD00896,CAT039,SUP0392,Product 896,Plywood,14204,16554,active
PRD00897,CAT032,SUP0038,Product 897,Wood,30026,32648,Discontinued
PRD00898,CAT022,SUP0216,Product 898,Laminate,27861,32809,Active
PRD00899,CAT012,SUP0317,Product 899,Glass,36606,49783,Active
PRD00900,CAT036,SUP0465,Product 900,Glass,15952,18938,active
PRD00901,CAT014,SUP0106,Product 901,Marble,48303,52654,Discontinued
PRD00902,CAT027,SUP0490,Product 902,Wood,3831,10862,Discontinued
PRD00903,CAT014,SUP0382,Product 903,Steel,6881,15508,active
PRD00904,CAT038,SUP0205,Product 904,Laminate,45354,51773,Active
PRD00905,CAT038,SUP0251,Product 905,Glass,48338,51316,active
PRD00906,CAT005,SUP0120,Product 906,Marble,502,5668,Active
PRD00907,CAT023,SUP0064,Product 907,Glass,4422,17712,active
PRD00908,CAT027,SUP0426,Product 908,Marble,44671,50776,Discontinued
PRD00909,CAT021,SUP0250,Product 909,Wood,46440,48171,Discontinued
PRD00910,CAT016,SUP0049,Product 910,Marble,4688,12375,Discontinued
PRD00911,CAT006,SUP0158,Product 911,Laminate,8854,23187,Discontinued
PRD00912,CAT035,SUP0107,Product 912,Plywood,12214,22699,Discontinued
PRD00913,CAT026,SUP0271,Product 913,Wood,5380,10168,Active
PRD00914,CAT035,SUP0312,Product 914,Steel,12888,21316,Active
PRD00915,CAT026,SUP0271,Product 915,Marble,31177,32938,Discontinued
PRD00916,CAT027,SUP0162,Product 916,Steel,39654,43337,active
PRD00917,CAT020,SUP0222,Product 917,Glass,33246,37075,Active
PRD00918,CAT009,SUP0127,Product 918,Steel,46287,54950,Active
PRD00919,CAT031,SUP0138,Product 919,Plywood,34974,45388,active
PRD00920,CAT033,SUP0403,Product 920,Laminate,15211,29051,active
PRD00921,CAT040,SUP0163,Product 921,Laminate,5734,6405,active
PRD00922,CAT014,SUP0214,Product 922,Wood,26169,39076,Discontinued
PRD00923,CAT038,SUP0263,Product 923,Wood,45782,48694,Active
PRD00924,CAT039,SUP0178,Product 924,Wood,32801,39705,Active
PRD00925,CAT021,SUP0478,Product 925,Wood,40621,45943,Discontinued
PRD00926,CAT028,SUP0324,Product 926,Plywood,9872,22628,Discontinued
PRD00927,CAT028,SUP0130,Product 927,Marble,4822,7751,active
PRD00928,CAT031,SUP0247,Product 928,Steel,12468,24539,Active
PRD00929,CAT036,SUP0366,Product 929,Marble,37865,48759,Active
PRD00930,CAT001,SUP0109,Product 930,Glass,669,5869,Active
PRD00931,CAT001,SUP0188,Product 931,Steel,27904,41996,Discontinued
PRD00932,CAT021,SUP0137,Product 932,Plywood,11274,13390,Active
PRD00933,CAT022,SUP0453,Product 933,Laminate,31867,40375,Active
PRD00934,CAT030,SUP0004,Product 934,Wood,36153,43101,Active
PRD00935,CAT007,SUP0081, Product 935,Marble,14612,25801,Active
PRD00936,CAT018,SUP0174,Product 936,Glass,1418,11918,Discontinued
PRD00937,CAT005,SUP0030,Product 937,Marble,28185,31869,Discontinued
PRD00938,CAT040,SUP0382,Product 938,Marble,5250,12164,active
PRD00939,CAT005,SUP0173,Product 939,Wood,19642,24466,Discontinued
PRD00940,CAT017,SUP0015,Product 940,Marble,21950,22759,active
PRD00941,CAT005,SUP0304,Product 941,Marble,30960,35685,Discontinued
PRD00942,CAT006,SUP0028,Product 942,Plywood,45039,54299,active
PRD00943,CAT021,SUP0243,Product 943,Laminate,38447,43645,Active
PRD00944,CAT013,SUP0113,Product 944,Wood,30978,34906,active
PRD00945,CAT009,SUP0451,Product 945,Glass,11367,15717,active
PRD00946,CAT039,SUP0149,Product 946,Marble,23750,26844,Active
PRD00947,CAT017,SUP0102,Product 947,Wood,33367,34910,Active
PRD00948,CAT028,SUP0058,Product 948,Marble,44334,49145,Discontinued
PRD00949,CAT033,SUP0304,Product 949,Plywood,10563,25249,Discontinued
PRD00950,CAT023,SUP0192,Product 950,Marble,46081,56102,active
PRD00951,CAT018,SUP0297,Product 951,Plywood,40563,41862,Active
PRD00952,CAT037,SUP0067,Product 952,Wood,35638,37970,Active
PRD00953,CAT028,SUP0368,Product 953,Laminate,20265,24085,active
PRD00954,CAT024,SUP0044,Product 954,Plywood,16383,17192,Active
PRD00955,CAT022,SUP0168,Product 955,Marble,21767,25223,Discontinued
PRD00956,CAT020,SUP0120,Product 956,Laminate,37360,45965,active
PRD00957,CAT032,SUP0301,Product 957,Marble,12169,14762,Active
PRD00958,CAT039,SUP0454,Product 958,Glass,11757,15292,Active
PRD00959,CAT025,SUP0071,Product 959,Wood,43061,47626,Active
PRD00960,CAT004,SUP0231,Product 960,Wood,40772,54829,Active
PRD00961,CAT011,SUP0064,Product 961,Plywood,32033,41369,Active
PRD00962,CAT012,SUP0410,Product 962,Glass,24067,37437,Discontinued
PRD00963,CAT020,SUP0211,Product 963,Laminate,11558,24775,active
PRD00964,CAT032,SUP0106,Product 964,Laminate,49756,64041,Discontinued
PRD00965,CAT001,SUP0292,Product 965,Marble,9274,16930,active
PRD00966,CAT008,SUP0368,Product 966,Plywood,35218,50132,active
PRD00967,CAT039,SUP0490,Product 967,Glass,33875,44798,Discontinued
PRD00968,CAT034,SUP0184,Product 968,Plywood,49195,59293,Discontinued
PRD00969,CAT014,SUP0047,Product 969,Glass,4062,13079,active
PRD00970,CAT033,SUP0458,Product 970,Marble,9796,11319,Discontinued
PRD00971,CAT006,SUP0461,Product 971,Laminate,46585,59758,Discontinued
PRD00972,CAT032,SUP0168,Product 972,Steel,49042,52297,active
PRD00973,CAT017,SUP0224,Product 973,Laminate,16989,25674,Active
PRD00974,CAT005,SUP0481,Product 974,Steel,11233,20894,active
PRD00975,CAT022,SUP0158,Product 975,Plywood,49601,60752,Discontinued
PRD00976,CAT036,SUP0481,Product 976,Marble,802,2357,active
PRD00977,CAT007,SUP0437,Product 977,Plywood,49180,60555,Discontinued
PRD00978,CAT024,SUP0316,Product 978,Marble,29835,32204,Active
PRD00979,CAT025,SUP0364,Product 979,Plywood,24552,27750,Discontinued
PRD00980,CAT027,SUP0197,Product 980,Wood,49617,62874,active
PRD00981,CAT013,SUP0440,Product 981,Laminate,45099,47720,Active
PRD00982,CAT017,SUP0181,Product 982,Wood,47054,52304,Active
PRD00983,CAT021,SUP0135,Product 983,Steel,6295,8530,active
PRD00984,CAT011,SUP0106,Product 984,Plywood,14128,25659,active
PRD00985,CAT033,SUP0318,Product 985,Marble,30406,44787,active
PRD00986,CAT028,SUP0176,Product 986,Plywood,49196,49671,Discontinued
PRD00987,CAT034,SUP0417,Product 987,Wood,34559,43975,active
PRD00988,CAT008,SUP0025,Product 988,Glass,8225,14571,Discontinued
PRD00989,CAT036,SUP0056,Product 989,Plywood,48140,62033,Active
PRD00990,CAT038,SUP0191, Product 990,Wood,22505,31945,active
PRD00991,CAT024,SUP0469,Product 991,Marble,20154,22677,Active
PRD00992,CAT019,SUP0254,Product 992,Glass,15045,20056,active
PRD00993,CAT010,SUP0375,Product 993,Glass,28794,42063,Active
PRD00994,CAT012,SUP0150,Product 994,Plywood,21193,27529,Discontinued
PRD00995,CAT021,SUP0102,Product 995,Marble,29395,30430,active
PRD00996,CAT032,SUP0062,Product 996,Marble,44374,56712,Discontinued
PRD00997,CAT037,SUP0189,Product 997,Wood,8044,21272,Active
PRD00998,CAT034,SUP0187,Product 998,Marble,27588,31782,Active
PRD00999,CAT025,SUP0187,Product 999,Laminate,39381,42148,Discontinued
PRD01000,CAT022,SUP0387,Product 1000,Laminate,18603,27669,Discontinued
PRD01001,CAT026,SUP0415,Product 1001,Wood,42152,56534,Active
PRD01002,CAT029,SUP0223,Product 1002,Plywood,14648,26042,active
PRD01003,CAT009,SUP0077,Product 1003,Plywood,46477,56106,active
PRD01004,CAT011,SUP0256,Product 1004,Glass,6440,20959,Active
PRD01005,CAT022,SUP0406,Product 1005,Laminate,38011,41966,Active
PRD01006,CAT018,SUP0007,Product 1006,Marble,16159,28924,Discontinued
PRD01007,CAT032,SUP0181,Product 1007,Laminate,47256,53928,Discontinued
PRD01008,CAT021,SUP0286,Product 1008,Wood,34717,35507,active
PRD01009,CAT017,SUP0367,Product 1009,Laminate,24000,26261,Discontinued
PRD01010,CAT021,SUP0001,Product 1010,Steel,9180,20922,Discontinued
PRD01011,CAT023,SUP0061,Product 1011,Wood,11952,25937,Discontinued
PRD01012,CAT029,SUP0469,Product 1012,Plywood,42990,52853,active
PRD01013,CAT007,SUP0049,Product 1013,Wood,15747,26373,active
PRD01014,CAT031,SUP0159,Product 1014,Marble,4156,14493,active
PRD01015,CAT010,SUP0014,Product 1015,Wood,14437,27192,active
PRD01016,CAT016,SUP0347,Product 1016,Laminate,10175,19420,Discontinued
PRD01017,CAT007,SUP0416,Product 1017,Glass,43985,57973,active
PRD01018,CAT025,SUP0313,Product 1018,Marble,35819,43823,Discontinued
PRD01019,CAT032,SUP0222,Product 1019,Laminate,45683,48862,active
PRD01020,CAT019,SUP0261,Product 1020,Laminate,24930,36828,active
PRD01021,CAT007,SUP0197,Product 1021,Glass,49403,61998,Active
PRD01022,CAT032,SUP0240,Product 1022,Wood,46015,50546,Active
PRD01023,CAT016,SUP0287,Product 1023,Plywood,8290,18417,Discontinued
PRD01024,CAT040,SUP0331,Product 1024,Steel,49995,53792,Discontinued
PRD01025,CAT036,SUP0058,Product 1025,Plywood,38218,42727,active
PRD01026,CAT036,SUP0014,Product 1026,Glass,33096,38090,Discontinued
PRD01027,CAT020,SUP0209,Product 1027,Laminate,44532,46014,Active
PRD01028,CAT036,SUP0200,Product 1028,Glass,24713,27562,Active
PRD01029,CAT034,SUP0108,Product 1029,Laminate,2024,2362,Active
PRD01030,CAT021,SUP0243,Product 1030,Wood,12903,16051,Discontinued
PRD01031,CAT019,SUP0260,Product 1031,Plywood,35987,39370,Active
PRD01032,CAT011,SUP0014,Product 1032,Steel,46945,51091,Discontinued
PRD01033,CAT011,SUP0163,Product 1033,Steel,28387,31263,Active
PRD01034,CAT013,SUP0417,Product 1034,Plywood,4805,7765,Active
PRD01035,CAT011,SUP0338,Product 1035,Plywood,30719,35301,active
PRD01036,CAT037,SUP0235,Product 1036,Marble,7258,20726,Discontinued
PRD01037,CAT009,SUP0083,Product 1037,Plywood,9759,24248,active
PRD01038,CAT036,SUP0235,Product 1038,Steel,634,1055,Active
PRD01039,CAT036,SUP0383,Product 1039,Glass,19836,23251,Active
PRD01040,CAT024,SUP0188,Product 1040,Plywood,42230,42956,active
PRD01041,CAT029,SUP0257,Product 1041,Steel,20384,26847,Discontinued
PRD01042,CAT032,SUP0160,Product 1042,Plywood,11876,23047,Discontinued
PRD01043,CAT027,SUP0151,Product 1043,Plywood,29381,30845,active
PRD01044,CAT008,SUP0496,Product 1044,Steel,11416,23976,active
PRD01045,CAT005,SUP0084, Product 1045,Plywood,9029,12105,Active
PRD01046,CAT003,SUP0473,Product 1046,Steel,2598,6028,Active
PRD01047,CAT019,SUP0385,Product 1047,Glass,10455,19661,active
PRD01048,CAT014,SUP0285,Product 1048,Glass,25841,28851,Active
PRD01049,CAT011,SUP0219,Product 1049,Glass,5461,14492,active
PRD01050,CAT004,SUP0106,Product 1050,Wood,34403,35328,Discontinued
PRD01051,CAT007,SUP0418,Product 1051,Glass,9546,13175,Discontinued
PRD01052,CAT018,SUP0065,Product 1052,Marble,49337,52480,Active
PRD01053,CAT028,SUP0391,Product 1053,Glass,38111,40329,Active
PRD01054,CAT014,SUP0127,Product 1054,Laminate,6153,20984,Discontinued
PRD01055,CAT035,SUP0339,Product 1055,Plywood,46199,56932,active
PRD01056,CAT034,SUP0494,Product 1056,Wood,5719,17066,Discontinued
PRD01057,CAT030,SUP0239,Product 1057,Marble,20747,25482,Active
PRD01058,CAT018,SUP0219,Product 1058,Marble,29817,32808,active
PRD01059,CAT025,SUP0488,Product 1059,Wood,2329,8213,active
PRD01060,CAT032,SUP0194,Product 1060,Glass,45745,57453,Discontinued
PRD01061,CAT038,SUP0188,Product 1061,Steel,26601,41401,Active
PRD01062,CAT020,SUP0323,Product 1062,Marble,15953,22922,active
PRD01063,CAT027,SUP0356,Product 1063,Wood,41467,46220,Discontinued
PRD01064,CAT033,SUP0146,Product 1064,Plywood,9513,10143,Discontinued
PRD01065,CAT029,SUP0042,Product 1065,Plywood,44751,47487,Discontinued
PRD01066,CAT021,SUP0275,Product 1066,Plywood,34830,35985,Discontinued
PRD01067,CAT036,SUP0369,Product 1067,Wood,17149,24082,Discontinued
PRD01068,CAT004,SUP0260,Product 1068,Marble,23532,24122,Discontinued
PRD01069,CAT009,SUP0426,Product 1069,Laminate,24510,32401,active
PRD01070,CAT013,SUP0247,Product 1070,Laminate,24310,26855,Discontinued
PRD01071,CAT037,SUP0041,Product 1071,Wood,31967,38740,active
PRD01072,CAT012,SUP0165,Product 1072,Wood,44129,56835,Active
PRD01073,CAT031,SUP0285,Product 1073,Plywood,44909,54911,Discontinued
PRD01074,CAT005,SUP0377,Product 1074,Steel,35246,45099,Discontinued
PRD01075,CAT033,SUP0351,Product 1075,Steel,27145,28805,active
PRD01076,CAT027,SUP0313,Product 1076,Laminate,7474,7757,active
PRD01077,CAT036,SUP0408,Product 1077,Glass,20726,28498,Active
PRD01078,CAT030,SUP0106,Product 1078,Marble,49261,54634,Active
PRD01079,CAT018,SUP0117,Product 1079,Laminate,38471,47206,Discontinued
PRD01080,CAT009,SUP0476,Product 1080,Marble,33677,41162,Discontinued
PRD01081,CAT025,SUP0306,Product 1081,Plywood,39295,41655,Discontinued
PRD01082,CAT001,SUP0202,Product 1082,Wood,7729,18021,Active
PRD01083,CAT019,SUP0398,Product 1083,Laminate,30165,39230,Discontinued
PRD01084,CAT001,SUP0305,Product 1084,Steel,8974,17535,active
PRD01085,CAT031,SUP0209,Product 1085,Steel,22484,25499,Discontinued
PRD01086,CAT036,SUP0381,Product 1086,Wood,14846,25591,Discontinued
PRD01087,CAT002,SUP0098,Product 1087,Wood,47257,56587,active
PRD01088,CAT018,SUP0170,Product 1088,Wood,35222,40028,Active
PRD01089,CAT016,SUP0224,Product 1089,Plywood,42675,50907,active
PRD01090,CAT037,SUP0390,Product 1090,Laminate,30558,37551,Discontinued
PRD01091,CAT033,SUP0265,Product 1091,Laminate,13851,25264,active
PRD01092,CAT018,SUP0244,Product 1092,Glass,35043,44887,active
PRD01093,CAT013,SUP0040,Product 1093,Steel,44730,46863,Active
PRD01094,CAT019,SUP0356,Product 1094,Marble,49816,63051,active
PRD01095,CAT037,SUP0238,Product 1095,Glass,11096,13397,active
PRD01096,CAT001,SUP0030,Product 1096,Steel,33259,46245,Discontinued
PRD01097,CAT027,SUP0242,Product 1097,Glass,46945,52678,active
PRD01098,CAT024,SUP0439,Product 1098,Laminate,25419,34936,Discontinued
PRD01099,CAT037,SUP0062,Product 1099,Plywood,46340,53529,Discontinued
PRD01100,CAT011,SUP0238, Product 1100,Plywood,25701,30092,Discontinued
PRD01101,CAT038,SUP0136,Product 1101,Laminate,42107,45172,Active
PRD01102,CAT007,SUP0064,Product 1102,Steel,29903,41521,active
PRD01103,CAT040,SUP0472,Product 1103,Glass,43428,58352,Discontinued
PRD01104,CAT030,SUP0418,Product 1104,Laminate,22321,26376,Active
PRD01105,CAT039,SUP0400,Product 1105,Glass,42589,53749,active
PRD01106,CAT012,SUP0465,Product 1106,Laminate,8176,9947,Discontinued
PRD01107,CAT027,SUP0149,Product 1107,Glass,9685,14089,Active
PRD01108,CAT011,SUP0034,Product 1108,Marble,13872,18353,active
PRD01109,CAT002,SUP0055,Product 1109,Glass,31124,43271,active
PRD01110,CAT016,SUP0420,Product 1110,Marble,13612,14646,Discontinued
PRD01111,CAT012,SUP0143,Product 1111,Laminate,33065,41271,Active
PRD01112,CAT040,SUP0179,Product 1112,Marble,7272,20909,active
PRD01113,CAT020,SUP0061,Product 1113,Plywood,4405,6816,Discontinued
PRD01114,CAT029,SUP0155,Product 1114,Steel,30532,36524,Active
PRD01115,CAT017,SUP0406,Product 1115,Plywood,34823,47302,active
PRD01116,CAT028,SUP0045,Product 1116,Laminate,20337,27387,Discontinued
PRD01117,CAT039,SUP0327,Product 1117,Glass,24483,37953,active
PRD01118,CAT037,SUP0239,Product 1118,Laminate,24111,34384,Discontinued
PRD01119,CAT019,SUP0233,Product 1119,Laminate,49206,60054,Active
PRD01120,CAT029,SUP0117,Product 1120,Glass,14523,17615,active
PRD01121,CAT003,SUP0002,Product 1121,Laminate,23798,38051,Discontinued
PRD01122,CAT024,SUP0289,Product 1122,Steel,1206,2172,Discontinued
PRD01123,CAT026,SUP0011,Product 1123,Wood,42258,42472,Discontinued
PRD01124,CAT018,SUP0459,Product 1124,Marble,47896,57303,Active
PRD01125,CAT019,SUP0476,Product 1125,Plywood,45135,47847,active
PRD01126,CAT006,SUP0497,Product 1126,Wood,9682,15038,active
PRD01127,CAT008,SUP0175,Product 1127,Laminate,7688,8798,Active
PRD01128,CAT012,SUP0341,Product 1128,Steel,49217,62295,Active
PRD01129,CAT020,SUP0451,Product 1129,Glass,35297,48752,Active
PRD01130,CAT012,SUP0223,Product 1130,Wood,16664,31549,active
PRD01131,CAT027,SUP0150,Product 1131,Laminate,22082,28680,active
PRD01132,CAT022,SUP0145,Product 1132,Glass,23061,27676,Discontinued
PRD01133,CAT030,SUP0130,Product 1133,Glass,45817,59555,Active
PRD01134,CAT021,SUP0374,Product 1134,Glass,27954,41056,Discontinued
PRD01135,CAT024,SUP0257,Product 1135,Laminate,2064,9746,Discontinued
PRD01136,CAT006,SUP0441,Product 1136,Wood,13690,25387,Active
PRD01137,CAT027,SUP0358,Product 1137,Wood,7018,18324,active
PRD01138,CAT014,SUP0390,Product 1138,Wood,23684,32333,active
PRD01139,CAT035,SUP0175,Product 1139,Glass,15200,22020,active
PRD01140,CAT014,SUP0435,Product 1140,Steel,4656,11913,Discontinued
PRD01141,CAT008,SUP0219,Product 1141,Glass,13319,18893,Discontinued
PRD01142,CAT032,SUP0168,Product 1142,Steel,48264,54454,Discontinued
PRD01143,CAT003,SUP0341,Product 1143,Plywood,2624,10153,active
PRD01144,CAT035,SUP0286,Product 1144,Marble,23566,32042,Active
PRD01145,CAT026,SUP0350,Product 1145,Wood,42635,51732,Active
PRD01146,CAT032,SUP0323,Product 1146,Laminate,24721,31020,active
PRD01147,CAT006,SUP0101,Product 1147,Steel,40753,53522,Discontinued
PRD01148,CAT002,SUP0420,Product 1148,Plywood,17984,21387,Active
PRD01149,CAT019,SUP0164,Product 1149,Glass,39550,45209,Active
PRD01150,CAT014,SUP0129,Product 1150,Wood,42548,45197,active
PRD01151,CAT040,SUP0239,Product 1151,Plywood,21357,29754,active
PRD01152,CAT003,SUP0204,Product 1152,Laminate,3461,8747,Active
PRD01153,CAT014,SUP0034,Product 1153,Glass,17041,28530,Active
PRD01154,CAT019,SUP0225,Product 1154,Plywood,18516,25282,Discontinued
PRD01155,CAT001,SUP0236, Product 1155,Marble,28004,42800,Active
