project_id,customer_id,designer_id,city_id,project_type,start_date,completion_date,project_status,project_budget
PROJ02844,CUS000822,DES076,C130,3BHK,2024-07-27,,Planning,1451632
PROJ02845,CUS002326,DES115,C051,Office,2024-08-25,2025-12-16,completed,1162542
PROJ02846,CUS004868,DES070,C024,Villa,2024-07-24,2025-10-28,Planning,1071243
PROJ02847,CUS001766,DES019,C232,Villa,2024-12-04,2025-12-15,Completed,4569912
PROJ02848,CUS000693,DES017,C002,Kitchen,2024-10-20,2025-08-23,Completed,306180
PROJ02849,CUS003167,DES031,C166,3BHK,2024-03-16,2025-10-09,Delayed,665736
PROJ02850,CUS003021,DES070,C036,Office,24/05/2024,2025-09-12,Installation,3051532
PROJ02851,CUS004417,DES008,C066,3BHK,2024-05-03,2025-07-20,Planning,355700
PROJ02852,CUS002067,DES014,C062,Office,2024-06-15,2025-07-25,completed,2932807
PROJ02853,CUS003514,DES045,C242,3BHK,2024-05-08,2025-11-17,Planning,4269234
PROJ02854,CUS000517,DES094,C176,2BHK,2024-02-01,2025-11-15,Installation,966335
PROJ02855,CUS001792,DES060,C025,Office,2024-05-26,2025-01-18,Design Phase,242646
PROJ02856,CUS003226,DES081,C210,Villa,2024-04-08,2025-06-21,Design Phase,746262
PROJ02857,CUS000567,DES058,C112,Villa,2024-08-06,2025-08-27,Installation,3505335
PROJ02858,CUS001321,DES149,C108,3BHK,2024-11-14,2025-02-01,Installation,588500
PROJ02859,CUS003288,DES035,C084,Villa,2024-11-13,2025-03-07,Completed,2258215
PROJ02860,CUS002701,DES130,C043,2BHK,2024-06-11,,Installation,2636413
PROJ02861,CUS004935,DES143,C097,2BHK,2024-02-16,2025-02-28,Planning,1917831
PROJ02862,CUS002259,DES011,C048,Villa,2024-01-08,2025-11-02,Design Phase,489905
PROJ02863,CUS004815,DES109,C120,2BHK,2024-10-05,2025-02-15,Design Phase,1076878
PROJ02864,CUS000661,DES096,C198,3BHK,2024-11-20,2025-05-25,Design Phase,2516270
PROJ02865,CUS002254,DES022,C117,Kitchen,2024-09-02,,Design Phase,1348506
PROJ02866,CUS000465,DES001,C060,Kitchen,2024-05-03,2025-01-07,Completed,1057169
PROJ02867,CUS003746,DES043,C151,Villa,2024-08-14,2025-07-20,Delayed,701033
PROJ02868,CUS003250,DES069,C234,3BHK,2024-02-16,2025-09-01,Delayed,1594538
PROJ02869,CUS001020,DES005,C149,3BHK,2024-07-18,2025-02-21,Completed,1718355
PROJ02870,CUS003869,DES089,C225,Office,2024-08-05,2025-02-12,completed,2794498
PROJ02871,CUS002255,DES048,C132,Office,2024-10-24,2025-04-28,completed,259040
PROJ02872,CUS001130,DES066,C152,Villa,2024-06-25,2025-11-28,Installation,3953354
PROJ02873,CUS001296,DES102,C215,Villa,2024-02-06,,completed,3321185
PROJ02874,CUS002773,DES017,C180,Villa,2024-05-22,2025-07-12,Delayed,1913333
PROJ02875,CUS002957,DES064,C172,Kitchen,2024-09-06,,Completed,2670582
PROJ02876,CUS001511,DES101,C042,Office,2024-10-01,2025-04-18,completed,1710812
PROJ02877,CUS002886,DES005,C006,Villa,2024-09-09,2025-06-17,Design Phase,2830880
PROJ02878,CUS003401,DES058,C132,3BHK,2024-10-25,2025-04-11,completed,510360
PROJ02879,CUS004615,DES062,C170,Office,2024-08-06,2025-12-16,Design Phase,4410826
PROJ02880,CUS002766,DES028,C137,3BHK,17/11/2024,2025-07-26,Design Phase,3802872
PROJ02881,CUS003681,DES029,C076,3BHK,2024-02-15,2025-02-20,Planning,3118821
PROJ02882,CUS002749,DES027,C161,2BHK,2024-11-08,2025-04-12,Delayed,804345
PROJ02883,CUS002609,DES108,C111,Office,2024-12-08,2025-04-09,Installation,2203089
PROJ02884,CUS001358,DES114,C013,Office,2024-06-17,2025-06-03,completed,614815
PROJ02885,CUS002633,DES039,C177,Office,2024-01-07,2025-11-17,Completed,4135549
PROJ02886,CUS000133,DES010,C177,2BHK,2024-09-12,2025-11-20,completed,4418354
PROJ02887,CUS003237,DES143,C118,2BHK,2024-09-01,2025-06-16,Installation,543360
PROJ02888,CUS002828,DES055,C090,Office,2024-08-14,2025-02-28,Installation,580200
PROJ02889,CUS003085,DES053,C226,3BHK,2024-11-01,2025-08-22,Completed,1591241
PROJ02890,CUS001910,DES032,C063,Office,2024-04-04,2025-12-23,Completed,1258015
PROJ02891,CUS004591,DES022,C235,Kitchen,2024-11-03,2025-07-10,Completed,4129869
PROJ02892,CUS004954,DES112,C049,Villa,2024-08-11,2025-07-13,completed,3387747
PROJ02893,CUS002318,DES057,C033,2BHK,2024-06-21,2025-08-12,Delayed,1662318
PROJ02894,CUS003165,DES092,C211,Villa,2024-12-22,2025-02-28,Planning,2350314
PROJ02895,CUS004968,DES038,C184,2BHK,2024-11-01,2025-03-03,Delayed,3620703
PROJ02896,CUS003519,DES078,C201,2BHK,2024-02-09,2025-06-26,Completed,4733612
PROJ02897,CUS004332,DES082,C124,3BHK,2024-10-10,2025-02-10,Delayed,3220190
PROJ02898,CUS003306,DES034,C242,Office,2024-05-08,,Design Phase,3054566
PROJ02899,CUS000244,DES048,C141,2BHK,2024-07-08,2025-10-22,Planning,4890888
PROJ02900,CUS004114,DES008,C188,2BHK,2024-12-14,2025-04-19,completed,2795955
PROJ02901,CUS002447,DES031,C065,Office,2024-02-27,2025-06-24,Design Phase,3777176
PROJ02902,CUS004169,DES119,C223,Kitchen,2024-01-09,2025-07-10,Completed,1359459
PROJ02903,CUS004766,DES113,C142,3BHK,2024-10-24,,completed,2025662
PROJ02904,CUS001949,DES072,C112,Office,2024-11-28,2025-02-13,Delayed,212021
PROJ02905,CUS003402,DES039,C036,3BHK,2024-12-02,2025-01-08,Completed,1065129
PROJ02906,CUS000353,DES062,C030,Villa,2024-01-11,2025-06-20,completed,1989961
PROJ02907,CUS003368,DES009,C077,Villa,2024-11-01,2025-08-23,Design Phase,1858910
PROJ02908,CUS001406,DES016,C113,Kitchen,2024-02-27,2025-08-19,Installation,2759521
PROJ02909,CUS000199,DES059,C100,2BHK,2024-03-24,,Completed,2683431
PROJ02910,CUS004316,DES006,C126,2BHK,16/10/2024,2025-01-16,Design Phase,2151269
PROJ02911,CUS001742,DES085,C178,3BHK,2024-05-16,2025-07-13,Installation,1574112
PROJ02912,CUS004662,DES038,C001,Villa,2024-07-22,2025-08-21,Installation,4300547
PROJ02913,CUS004077,DES024,C196,Villa,2024-07-21,2025-12-25,Installation,3211653
PROJ02914,CUS002358,DES118,C055,3BHK,2024-07-20,2025-02-16,Planning,3896176
PROJ02915,CUS000962,DES150,C024,Office,2024-01-28,2025-11-22,completed,1134048
PROJ02916,CUS003584,DES144,C051,2BHK,2024-02-10,,completed,684219
PROJ02917,CUS001039,DES044,C140,Office,2024-05-02,2025-01-04,Delayed,4666178
PROJ02918,CUS004817,DES017,C045,3BHK,2024-05-02,2025-04-26,Delayed,3590004
PROJ02919,CUS000429,DES147,C158,Kitchen,2024-01-06,2025-01-12,Completed,2043031
PROJ02920,CUS001820,DES112,C035,Kitchen,2024-08-04,2025-11-28,Installation,1154516
PROJ02921,CUS002766,DES042,C003,3BHK,2024-08-25,2025-07-06,Installation,3833069
PROJ02922,CUS002036,DES075,C074,Villa,2024-05-15,2025-07-01,Delayed,1865084
PROJ02923,CUS002924,DES033,C051,Kitchen,2024-06-22,2025-01-02,Design Phase,1568623
PROJ02924,CUS003583,DES040,C248,3BHK,2024-10-23,2025-10-19,Installation,2553430
PROJ02925,CUS004635,DES078,C103,2BHK,2024-01-27,2025-04-16,completed,1513110
PROJ02926,CUS002170,DES060,C048,Office,2024-07-26,2025-12-14,Completed,3276094
PROJ02927,CUS003123,DES108,C003,2BHK,2024-09-25,2025-06-07,Delayed,481976
PROJ02928,CUS001070,DES110,C181,2BHK,2024-04-02,2025-07-03,Completed,2114754
PROJ02929,CUS004181,DES047,C114,Office,2024-04-14,2025-05-10,Design Phase,219165
PROJ02930,CUS001166,DES113,C127,Office,2024-08-01,2025-02-24,Installation,4236271
PROJ02931,CUS001787,DES009,C089,2BHK,2024-09-17,2025-09-28,Design Phase,3013013
PROJ02932,CUS004962,DES048,C143,Kitchen,2024-08-19,2025-03-21,completed,1878104
PROJ02933,CUS004367,DES029,C088,3BHK,2024-04-18,,Design Phase,2817554
PROJ02934,CUS000685,DES086,C124,2BHK,2024-11-17,2025-03-23,Installation,1252747
PROJ02935,CUS000902,DES099,C066,Villa,2024-08-06,2025-06-01,completed,3359430
PROJ02936,CUS000130,DES082,C089,Villa,2024-11-13,2025-08-12,Installation,4153727
PROJ02937,CUS000331,DES055,C249,Kitchen,2024-06-27,2025-12-14,completed,2948286
PROJ02938,CUS002117,DES006,C118,Office,2024-07-22,2025-12-09,Installation,271190
PROJ02939,CUS004876,DES128,C091,Villa,2024-11-14,2025-12-15,completed,4587973
PROJ02940,CUS000038,DES022,C020,Kitchen,12/04/2024,2025-06-22,Planning,4804519
PROJ02941,CUS002085,DES081,C117,Office,2024-06-06,,completed,4912667
PROJ02942,CUS001572,DES075,C147,Villa,2024-06-16,2025-04-10,completed,4382282
PROJ02943,CUS001044,DES048,C037,Kitchen,2024-09-19,2025-12-12,Delayed,1991796
PROJ02944,CUS000064,DES064,C007,3BHK,2024-05-17,,Completed,1290961
PROJ02945,CUS002670,DES056,C178,2BHK,2024-03-25,2025-02-01,Installation,3517688
PROJ02946,CUS003891,DES104,C220,Kitchen,2024-07-06,2025-08-23,Design Phase,4825598
PROJ02947,CUS004508,DES024,C220,Kitchen,2024-04-20,2025-10-11,Design Phase,2191441
PROJ02948,CUS003927,DES146,C015,2BHK,2024-07-27,2025-06-07,Design Phase,1110144
PROJ02949,CUS000693,DES046,C219,2BHK,2024-06-01,,Completed,4582410
PROJ02950,CUS000017,DES040,C241,Office,2024-02-27,,Completed,3605205
PROJ02951,CUS001629,DES146,C171,Office,2024-02-23,2025-01-08,completed,4840313
PROJ02952,CUS000960,DES036,C140,Villa,2024-08-15,2025-03-21,Completed,4915784
PROJ02953,CUS004697,DES076,C101,3BHK,2024-01-02,2025-10-04,Installation,4088462
PROJ02954,CUS001989,DES031,C189,2BHK,2024-03-19,2025-12-12,Completed,2339828
PROJ02955,CUS003856,DES059,C220,Kitchen,2024-11-12,2025-12-12,Design Phase,3999324
PROJ02956,CUS003842,DES035,C111,Kitchen,2024-12-17,2025-05-20,Design Phase,1041595
PROJ02957,CUS000568,DES025,C206,Villa,2024-05-12,2025-08-21,completed,2769051
PROJ02958,CUS001261,DES015,C212,3BHK,2024-07-23,2025-09-11,Installation,1665254
PROJ02959,CUS000614,DES051,C071,Office,2024-02-10,,Completed,3577231
PROJ02960,CUS000593,DES090,C181,Office,2024-08-15,2025-05-07,Delayed,1191143
PROJ02961,CUS003909,DES065,C170,Villa,2024-05-25,,Delayed,2579984
PROJ02962,CUS002760,DES023,C097,3BHK,2024-07-11,2025-12-17,completed,2812725
PROJ02963,CUS000056,DES044,C247,Office,2024-01-28,2025-01-19,Installation,2572327
PROJ02964,CUS000025,DES014,C064,Office,2024-10-23,2025-06-01,Completed,662693
PROJ02965,CUS004195,DES070,C076,3BHK,2024-07-17,2025-07-13,Completed,1485181
PROJ02966,CUS004432,DES123,C242,3BHK,2024-05-22,2025-03-05,completed,221358
PROJ02967,CUS000756,DES014,C151,Villa,2024-06-26,2025-03-05,Design Phase,4980477
PROJ02968,CUS002808,DES135,C068,2BHK,2024-08-22,2025-07-20,Completed,2784985
PROJ02969,CUS002522,DES113,C048,Office,2024-05-08,2025-11-14,Installation,2013065
PROJ02970,CUS003826,DES100,C173,Office,01/05/2024,2025-09-16,Delayed,4383446
PROJ02971,CUS003368,DES085,C085,3BHK,2024-04-03,2025-03-15,Completed,4782966
PROJ02972,CUS001610,DES044,C023,3BHK,2024-06-17,,completed,4273374
PROJ02973,CUS000523,DES068,C249,2BHK,2024-12-14,2025-02-24,completed,3496473
PROJ02974,CUS003500,DES024,C246,Kitchen,2024-02-06,2025-03-01,Delayed,1339181
PROJ02975,CUS001248,DES012,C225,Kitchen,2024-06-24,2025-11-16,Delayed,2724700
PROJ02976,CUS003957,DES029,C008,Kitchen,2024-11-16,2025-09-02,Completed,3810784
PROJ02977,CUS003150,DES087,C008,Kitchen,2024-12-23,2025-11-08,Delayed,3029870
PROJ02978,CUS002886,DES107,C043,3BHK,2024-05-28,2025-02-26,Design Phase,1919820
PROJ02979,CUS001106,DES080,C184,3BHK,2024-10-28,,Installation,4823251
PROJ02980,CUS004491,DES088,C143,3BHK,2024-12-23,2025-08-20,Design Phase,3091922
PROJ02981,CUS001792,DES144,C052,Kitchen,2024-11-11,,Delayed,1404618
PROJ02982,CUS004679,DES076,C243,Kitchen,2024-06-05,2025-12-24,Installation,909413
PROJ02983,CUS000365,DES142,C020,Kitchen,2024-07-22,,completed,4986439
PROJ02984,CUS004921,DES140,C101,2BHK,2024-09-02,2025-11-22,Planning,1787855
PROJ02985,CUS002797,DES133,C249,2BHK,2024-01-20,2025-07-19,Delayed,629064
PROJ02986,CUS000821,DES139,C014,Office,2024-09-25,2025-01-09,Completed,268051
PROJ02987,CUS000967,DES019,C107,Kitchen,2024-02-08,2025-04-26,Installation,3518566
PROJ02988,CUS003261,DES123,C037,Kitchen,2024-11-19,2025-02-19,Installation,2155851
PROJ02989,CUS004397,DES084,C018,3BHK,2024-03-04,,Planning,3750720
PROJ02990,CUS004317,DES138,C138,Villa,2024-12-10,2025-05-07,Installation,2878606
PROJ02991,CUS003769,DES096,C191,2BHK,2024-12-28,2025-07-28,completed,2279853
PROJ02992,CUS001465,DES014,C172,2BHK,2024-04-24,,Installation,4041001
PROJ02993,CUS002319,DES075,C143,Office,2024-10-28,2025-07-14,completed,1719874
PROJ02994,CUS002922,DES134,C247,Office,2024-04-12,2025-12-28,Completed,3400939
PROJ02995,CUS002927,DES116,C220,Kitchen,2024-04-18,2025-06-26,Planning,3772945
PROJ02996,CUS001597,DES055,C040,Kitchen,2024-12-28,2025-02-05,Planning,1616395
PROJ02997,CUS002087,DES054,C079,Kitchen,2024-10-28,,Installation,2348302
PROJ02998,CUS000296,DES138,C206,Office,2024-03-16,,Planning,3243460
PROJ02999,CUS003473,DES017,C250,Kitchen,2024-02-16,2025-06-16,Delayed,3170251
PROJ03000,CUS002395,DES125,C165,Villa,13/08/2024,,Delayed,4396122
PROJ03001,CUS002230,DES086,C230,3BHK,2024-12-27,2025-01-28,Delayed,4133980
PROJ03002,CUS004277,DES085,C229,Kitchen,2024-06-07,2025-09-17,completed,3021462
PROJ03003,CUS004403,DES093,C008,Office,2024-09-19,2025-07-24,Design Phase,1838866
PROJ03004,CUS004084,DES125,C097,Villa,2024-03-18,2025-07-10,completed,4281399
PROJ03005,CUS000176,DES062,C208,3BHK,2024-02-09,2025-04-08,Installation,2460798
PROJ03006,CUS000753,DES016,C080,Villa,2024-11-08,2025-12-21,Installation,320067
PROJ03007,CUS000148,DES131,C032,2BHK,2024-10-09,2025-04-11,Planning,303334
PROJ03008,CUS004481,DES015,C238,3BHK,2024-03-04,2025-02-17,completed,1705414
PROJ03009,CUS004538,DES009,C066,Office,2024-10-25,2025-05-08,Planning,1987920
PROJ03010,CUS001688,DES019,C087,Office,2024-07-09,2025-01-26,Planning,456104
PROJ03011,CUS001375,DES035,C037,3BHK,2024-10-19,2025-12-07,Delayed,4987171
PROJ03012,CUS002309,DES127,C161,Kitchen,2024-01-16,,Delayed,2674787
PROJ03013,CUS001103,DES044,C001,3BHK,2024-02-13,2025-11-15,completed,3276544
PROJ03014,CUS000065,DES102,C108,2BHK,2024-08-26,2025-09-21,Design Phase,4542005
PROJ03015,CUS004662,DES011,C250,2BHK,2024-05-14,2025-08-15,Planning,4252895
PROJ03016,CUS004416,DES099,C187,Kitchen,2024-04-03,2025-10-03,Installation,4138394
PROJ03017,CUS004912,DES093,C202,Villa,2024-08-13,2025-06-27,Completed,2669379
PROJ03018,CUS001909,DES128,C087,3BHK,2024-05-25,2025-07-28,Planning,2776365
PROJ03019,CUS004566,DES132,C101,Office,2024-07-25,2025-03-05,Completed,2077848
PROJ03020,CUS003097,DES139,C186,3BHK,2024-08-28,2025-07-09,completed,2747172
PROJ03021,CUS001478,DES130,C204,Office,2024-03-02,2025-11-10,Planning,4992055
PROJ03022,CUS004711,DES145,C185,Villa,2024-06-12,2025-09-16,Completed,4634003
PROJ03023,CUS001266,DES006,C167,Villa,2024-08-17,2025-05-04,Delayed,2043599
PROJ03024,CUS002081,DES096,C165,3BHK,2024-05-05,,Completed,3692786
PROJ03025,CUS002095,DES053,C032,Kitchen,2024-06-17,2025-12-06,Installation,3090969
PROJ03026,CUS000113,DES021,C240,Office,2024-11-09,,completed,1110099
PROJ03027,CUS001583,DES077,C017,Villa,2024-02-15,2025-02-11,completed,900201
PROJ03028,CUS000134,DES051,C218,Villa,2024-12-28,2025-08-26,Completed,2241685
PROJ03029,CUS003793,DES115,C080,3BHK,2024-02-18,,Delayed,4578629
PROJ03030,CUS001379,DES104,C083,Office,07/06/2024,2025-06-12,Delayed,349152
PROJ03031,CUS003675,DES104,C132,2BHK,2024-09-26,,Installation,2886854
PROJ03032,CUS000153,DES038,C161,Kitchen,2024-05-16,2025-05-28,Planning,4339998
PROJ03033,CUS002903,DES043,C062,Villa,2024-09-24,2025-04-27,completed,1388988
PROJ03034,CUS000438,DES018,C194,2BHK,2024-12-19,2025-05-06,completed,1058145
PROJ03035,CUS003885,DES007,C155,Villa,2024-07-15,2025-10-09,Delayed,1963551
PROJ03036,CUS002480,DES091,C186,Kitchen,2024-01-11,2025-07-07,Delayed,3127598
PROJ03037,CUS004303,DES021,C187,3BHK,2024-11-18,2025-08-23,Completed,4059048
PROJ03038,CUS001228,DES084,C247,Kitchen,2024-01-01,2025-10-02,completed,1518535
PROJ03039,CUS002507,DES082,C049,Office,2024-12-22,2025-12-07,Completed,439099
PROJ03040,CUS003037,DES018,C141,Office,2024-01-18,2025-10-02,Installation,1955463
PROJ03041,CUS003803,DES013,C159,2BHK,2024-03-04,2025-02-09,Delayed,4409960
PROJ03042,CUS001375,DES027,C065,3BHK,2024-10-25,2025-09-23,Delayed,3334989
PROJ03043,CUS002124,DES030,C063,Kitchen,2024-01-06,2025-08-12,Planning,363688
PROJ03044,CUS003557,DES134,C087,Villa,2024-11-04,2025-03-10,Design Phase,2562313
PROJ03045,CUS002306,DES041,C247,Office,2024-03-15,2025-05-21,Delayed,877011
PROJ03046,CUS002190,DES135,C232,2BHK,2024-10-13,,Delayed,4821562
PROJ03047,CUS002986,DES068,C011,2BHK,2024-10-14,,Completed,2674610
PROJ03048,CUS001125,DES117,C231,Villa,2024-04-10,,Installation,3936630
PROJ03049,CUS003622,DES089,C215,3BHK,2024-12-19,2025-06-22,Design Phase,4959444
PROJ03050,CUS000162,DES079,C182,Kitchen,2024-01-18,2025-10-11,Design Phase,4506943
PROJ03051,CUS002840,DES099,C238,Office,2024-01-09,2025-07-26,Design Phase,3088237
PROJ03052,CUS004490,DES019,C135,Villa,2024-09-17,2025-02-23,completed,815923
PROJ03053,CUS000884,DES063,C088,Office,2024-03-03,2025-02-04,Completed,4740596
PROJ03054,CUS002399,DES051,C194,2BHK,2024-10-24,2025-08-26,Planning,1910008
PROJ03055,CUS002939,DES117,C056,2BHK,2024-04-12,2025-11-25,Planning,1463266
PROJ03056,CUS004714,DES080,C003,Villa,2024-08-10,2025-03-09,completed,2663797
PROJ03057,CUS000398,DES021,C014,Office,2024-09-28,2025-06-08,Planning,1510385
PROJ03058,CUS002965,DES022,C213,Office,2024-10-13,2025-01-18,Design Phase,478122
PROJ03059,CUS000846,DES072,C062,3BHK,2024-08-22,2025-02-25,Installation,2627420
PROJ03060,CUS001572,DES069,C220,2BHK,24/02/2024,2025-06-21,Design Phase,3532069
PROJ03061,CUS001147,DES083,C133,Kitchen,2024-03-15,2025-05-03,Design Phase,3110731
PROJ03062,CUS001528,DES129,C150,Office,2024-09-07,2025-03-03,Delayed,2580933
PROJ03063,CUS001196,DES083,C156,Villa,2024-01-10,2025-01-15,Completed,907679
PROJ03064,CUS001458,DES092,C098,3BHK,2024-07-23,2025-06-05,Planning,1128801
PROJ03065,CUS004921,DES128,C166,2BHK,2024-06-27,2025-05-07,Installation,3435277
PROJ03066,CUS001195,DES064,C015,Office,2024-12-24,2025-03-11,completed,1713783
PROJ03067,CUS002382,DES090,C073,Villa,2024-11-25,2025-07-24,Completed,3678421
PROJ03068,CUS001361,DES011,C115,3BHK,2024-11-12,2025-02-07,Installation,3640473
PROJ03069,CUS004648,DES121,C228,Villa,2024-10-26,2025-05-26,Installation,3933889
PROJ03070,CUS004766,DES095,C179,2BHK,2024-05-03,2025-06-07,Completed,4073982
PROJ03071,CUS002957,DES020,C093,Villa,2024-11-26,2025-09-10,Design Phase,4237594
PROJ03072,CUS003151,DES021,C165,2BHK,2024-05-11,2025-04-15,Design Phase,4820390
PROJ03073,CUS000382,DES130,C040,2BHK,2024-08-11,,Design Phase,641314
PROJ03074,CUS000031,DES082,C149,Villa,2024-10-02,2025-03-16,Completed,3890674
PROJ03075,CUS004502,DES051,C056,Kitchen,2024-01-02,2025-07-15,Delayed,2961483
PROJ03076,CUS002930,DES001,C049,Office,2024-05-05,2025-02-21,Delayed,2295225
PROJ03077,CUS003829,DES107,C148,Office,2024-06-10,2025-02-08,Installation,1835944
PROJ03078,CUS004499,DES044,C239,Office,2024-12-28,2025-08-18,Delayed,3848589
PROJ03079,CUS001915,DES003,C213,2BHK,2024-12-23,2025-12-19,completed,1685553
PROJ03080,CUS004393,DES067,C170,2BHK,2024-10-12,2025-05-03,completed,4631730
PROJ03081,CUS002765,DES056,C248,Office,2024-07-26,,Completed,2182418
PROJ03082,CUS000640,DES100,C113,Villa,2024-05-04,2025-02-18,Design Phase,4364651
PROJ03083,CUS004220,DES045,C137,Kitchen,2024-06-26,2025-03-19,Planning,2119090
PROJ03084,CUS004348,DES058,C202,Kitchen,2024-01-13,2025-10-10,Delayed,1379022
PROJ03085,CUS000058,DES004,C223,3BHK,2024-07-18,2025-07-12,Completed,2060816
PROJ03086,CUS001840,DES136,C096,Kitchen,2024-08-10,2025-09-28,Planning,1622049
PROJ03087,CUS000772,DES104,C052,Kitchen,2024-06-01,2025-08-13,Design Phase,2731105
PROJ03088,CUS000009,DES037,C080,2BHK,2024-08-07,2025-11-28,Delayed,4838040
PROJ03089,CUS002140,DES109,C009,3BHK,2024-10-04,2025-10-16,completed,4509911
PROJ03090,CUS002086,DES120,C124,Office,23/06/2024,2025-09-24,Completed,1441150
PROJ03091,CUS000403,DES022,C046,Office,2024-04-12,2025-11-26,Installation,3628823
PROJ03092,CUS000619,DES082,C236,Villa,2024-03-26,2025-06-11,Completed,4490194
PROJ03093,CUS000382,DES025,C250,2BHK,2024-04-16,2025-05-26,Installation,1531040
PROJ03094,CUS004300,DES036,C165,Villa,2024-07-04,2025-05-26,Delayed,4988497
PROJ03095,CUS000895,DES044,C171,3BHK,2024-06-26,,completed,4768692
PROJ03096,CUS004198,DES132,C102,Kitchen,2024-04-03,2025-11-06,Planning,2262445
PROJ03097,CUS004661,DES035,C104,Office,2024-04-11,2025-10-09,Design Phase,2718413
PROJ03098,CUS001549,DES150,C055,3BHK,2024-03-09,2025-07-16,Installation,2009617
PROJ03099,CUS004482,DES061,C195,Office,2024-03-13,2025-07-27,completed,1497015
PROJ03100,CUS000393,DES071,C184,2BHK,2024-08-17,2025-04-09,Design Phase,3676345
PROJ03101,CUS003686,DES056,C100,3BHK,2024-02-20,2025-06-25,completed,1390333
PROJ03102,CUS004861,DES036,C159,3BHK,2024-03-06,,Completed,2522596
PROJ03103,CUS004874,DES102,C123,3BHK,2024-08-22,2025-08-12,Completed,1484969
PROJ03104,CUS003447,DES055,C094,2BHK,2024-08-24,,Completed,1516352
PROJ03105,CUS001008,DES088,C080,Kitchen,2024-10-03,2025-05-13,Completed,2065612
PROJ03106,CUS003785,DES145,C236,Villa,2024-10-12,2025-11-16,Planning,544675
PROJ03107,CUS000767,DES072,C134,2BHK,2024-04-28,,completed,4848077
PROJ03108,CUS000807,DES055,C243,Kitchen,2024-07-15,2025-02-21,completed,1390326
PROJ03109,CUS001086,DES043,C127,Office,2024-02-17,2025-07-05,Planning,4817849
PROJ03110,CUS001976,DES039,C094,3BHK,2024-10-28,2025-12-22,Completed,2916942
PROJ03111,CUS002656,DES014,C240,Villa,2024-03-20,,Planning,3940570
PROJ03112,CUS000687,DES033,C015,2BHK,2024-10-08,2025-08-10,completed,2384345
PROJ03113,CUS000113,DES039,C023,Kitchen,2024-01-19,2025-11-07,Installation,251623
PROJ03114,CUS002088,DES049,C147,Office,2024-08-03,2025-03-28,Planning,2166473
PROJ03115,CUS003614,DES076,C160,Office,2024-01-08,2025-09-09,Installation,797915
PROJ03116,CUS001239,DES006,C154,Kitchen,2024-07-24,2025-09-01,Design Phase,3334254
PROJ03117,CUS002963,DES139,C024,2BHK,2024-12-08,2025-06-12,completed,4705431
PROJ03118,CUS002374,DES123,C178,Kitchen,2024-03-26,2025-03-05,Completed,371691
PROJ03119,CUS004129,DES119,C152,Villa,2024-05-20,2025-01-17,Completed,2727102
PROJ03120,CUS003974,DES085,C215,Office,18/02/2024,2025-08-27,Installation,4065419
PROJ03121,CUS003641,DES143,C118,2BHK,2024-09-12,,Completed,2386789
PROJ03122,CUS001103,DES124,C020,Villa,2024-08-18,2025-07-14,Completed,3839920
PROJ03123,CUS003146,DES014,C031,3BHK,2024-11-15,,Installation,1961216
PROJ03124,CUS001197,DES043,C223,2BHK,2024-12-09,2025-04-26,Design Phase,3681595
PROJ03125,CUS001769,DES019,C113,2BHK,2024-03-25,2025-12-22,Completed,4633830
PROJ03126,CUS000236,DES020,C129,Villa,2024-07-02,2025-02-18,Planning,3105150
PROJ03127,CUS002523,DES072,C132,Kitchen,2024-01-07,2025-09-12,Delayed,757148
PROJ03128,CUS002000,DES060,C122,Kitchen,2024-10-01,2025-10-04,Design Phase,1534971
PROJ03129,CUS001799,DES141,C091,3BHK,2024-01-10,,Delayed,2688255
PROJ03130,CUS003828,DES114,C063,Villa,2024-12-24,2025-01-24,completed,1695187
PROJ03131,CUS003474,DES064,C004,Kitchen,2024-02-02,2025-03-06,Installation,3995784
PROJ03132,CUS001309,DES128,C022,2BHK,2024-08-28,2025-10-08,completed,4529075
PROJ03133,CUS004329,DES030,C128,3BHK,2024-11-15,,Delayed,4609779
PROJ03134,CUS004286,DES140,C182,Villa,2024-05-21,2025-03-03,Delayed,3700974
PROJ03135,CUS004233,DES120,C207,Kitchen,2024-04-04,2025-05-01,Completed,3901846
PROJ03136,CUS000804,DES089,C147,Villa,2024-05-24,2025-09-23,completed,292913
PROJ03137,CUS001542,DES018,C119,Kitchen,2024-12-06,2025-07-26,Installation,3048037
PROJ03138,CUS001552,DES082,C054,Office,2024-08-21,2025-07-25,Planning,4908077
PROJ03139,CUS003756,DES024,C190,Kitchen,2024-09-10,,Completed,4959652
PROJ03140,CUS003510,DES106,C090,2BHK,2024-10-27,2025-08-22,Completed,3296467
PROJ03141,CUS000035,DES043,C034,Office,2024-05-26,,Planning,4713642
PROJ03142,CUS002818,DES062,C213,Kitchen,2024-06-23,2025-11-02,Design Phase,3770280
PROJ03143,CUS000803,DES140,C174,Villa,2024-11-10,,Design Phase,4636035
PROJ03144,CUS000788,DES040,C016,3BHK,2024-04-09,2025-07-17,Planning,3754890
PROJ03145,CUS001632,DES037,C210,Office,2024-08-08,2025-11-27,completed,1260444
PROJ03146,CUS000014,DES131,C218,3BHK,2024-09-23,2025-02-12,Installation,2326921
PROJ03147,CUS001502,DES114,C189,Kitchen,2024-07-26,,Delayed,1968923
PROJ03148,CUS002668,DES067,C016,2BHK,2024-12-27,2025-08-08,Design Phase,3210456
